Index: 6, Salutary Label: 6, Ground Truth: 6, Influence Score: 41159.26171875
Index: 19, Salutary Label: 9, Ground Truth: 9, Influence Score: 844.7998046875
Index: 29, Salutary Label: 9, Ground Truth: 3, Influence Score: 1792867.75
Index: 36, Salutary Label: 6, Ground Truth: 6, Influence Score: 4.4587852698896313e-07
Index: 59, Salutary Label: 9, Ground Truth: 3, Influence Score: 1711910.0
Index: 60, Salutary Label: 0, Ground Truth: 2, Influence Score: 1499688.0
Index: 79, Salutary Label: 9, Ground Truth: 9, Influence Score: 1085493.625
Index: 89, Salutary Label: 9, Ground Truth: 6, Influence Score: 744396.0
Index: 105, Salutary Label: 5, Ground Truth: 5, Influence Score: 91195.328125
Index: 114, Salutary Label: 4, Ground Truth: 4, Influence Score: 827232.625
Index: 122, Salutary Label: 2, Ground Truth: 2, Influence Score: 351745.1875
Index: 139, Salutary Label: 9, Ground Truth: 9, Influence Score: 952314.375
Index: 154, Salutary Label: 4, Ground Truth: 4, Influence Score: 71719.5078125
Index: 160, Salutary Label: 0, Ground Truth: 0, Influence Score: 437059.65625
Index: 187, Salutary Label: 7, Ground Truth: 7, Influence Score: 2346.701904296875
Index: 198, Salutary Label: 8, Ground Truth: 0, Influence Score: 1328448.75
Index: 208, Salutary Label: 8, Ground Truth: 8, Influence Score: 1109736.0
Index: 214, Salutary Label: 4, Ground Truth: 4, Influence Score: 14558.91796875
Index: 224, Salutary Label: 4, Ground Truth: 5, Influence Score: 1459290.375
Index: 235, Salutary Label: 5, Ground Truth: 5, Influence Score: 1171.18115234375
Index: 245, Salutary Label: 5, Ground Truth: 5, Influence Score: 6545.36865234375
Index: 250, Salutary Label: 0, Ground Truth: 8, Influence Score: 1070410.25
Index: 271, Salutary Label: 1, Ground Truth: 1, Influence Score: 138679.78125
Index: 288, Salutary Label: 8, Ground Truth: 8, Influence Score: 48408.5625
Index: 292, Salutary Label: 2, Ground Truth: 2, Influence Score: 616122.5
Index: 308, Salutary Label: 8, Ground Truth: 8, Influence Score: 477490.15625
Index: 318, Salutary Label: 8, Ground Truth: 8, Influence Score: 835708.875
Index: 328, Salutary Label: 8, Ground Truth: 8, Influence Score: 81789.4609375
Index: 338, Salutary Label: 8, Ground Truth: 8, Influence Score: 277891.40625
Index: 366, Salutary Label: 6, Ground Truth: 6, Influence Score: 4277.67626953125
Index: 378, Salutary Label: 8, Ground Truth: 1, Influence Score: 1103956.0
Index: 388, Salutary Label: 8, Ground Truth: 8, Influence Score: 179913.8125
Index: 397, Salutary Label: 7, Ground Truth: 7, Influence Score: 268316.125
Index: 405, Salutary Label: 5, Ground Truth: 5, Influence Score: 5258.794921875
Index: 417, Salutary Label: 7, Ground Truth: 7, Influence Score: 3091.718017578125
Index: 426, Salutary Label: 6, Ground Truth: 6, Influence Score: 10151.7568359375
