Index: 14, Salutary Label: 4, Ground Truth: 6, Influence Score: 587913.0
Index: 20, Salutary Label: 0, Ground Truth: 7, Influence Score: 107423.9375
Index: 38, Salutary Label: 8, Ground Truth: 8, Influence Score: 1243676.5
Index: 49, Salutary Label: 9, Ground Truth: 9, Influence Score: 1030441.875
Index: 61, Salutary Label: 1, Ground Truth: 1, Influence Score: 2232.12255859375
Index: 97, Salutary Label: 7, Ground Truth: 7, Influence Score: 7591.466796875
Index: 127, Salutary Label: 7, Ground Truth: 7, Influence Score: 31584.783203125
Index: 137, Salutary Label: 7, Ground Truth: 2, Influence Score: 1737255.125
Index: 149, Salutary Label: 9, Ground Truth: 9, Influence Score: 1920568.5
Index: 154, Salutary Label: 4, Ground Truth: 4, Influence Score: 1413283.75
Index: 171, Salutary Label: 1, Ground Truth: 1, Influence Score: 12664.1396484375
Index: 198, Salutary Label: 8, Ground Truth: 1, Influence Score: 327896.5
Index: 235, Salutary Label: 5, Ground Truth: 3, Influence Score: 1738367.5
Index: 268, Salutary Label: 8, Ground Truth: 8, Influence Score: 364684.09375
Index: 294, Salutary Label: 4, Ground Truth: 4, Influence Score: 781635.3125
Index: 309, Salutary Label: 9, Ground Truth: 9, Influence Score: 54619.4375
Index: 358, Salutary Label: 8, Ground Truth: 1, Influence Score: 1869208.75
Index: 364, Salutary Label: 4, Ground Truth: 2, Influence Score: 1760197.5
Index: 381, Salutary Label: 1, Ground Truth: 1, Influence Score: 45167.453125
Index: 404, Salutary Label: 4, Ground Truth: 3, Influence Score: 148998.75
Index: 417, Salutary Label: 7, Ground Truth: 4, Influence Score: 514245.65625
Index: 421, Salutary Label: 1, Ground Truth: 1, Influence Score: 377995.875
Index: 435, Salutary Label: 5, Ground Truth: 3, Influence Score: 1012783.625
Index: 449, Salutary Label: 9, Ground Truth: 9, Influence Score: 333.64556884765625
Index: 459, Salutary Label: 9, Ground Truth: 9, Influence Score: 530938.125
Index: 469, Salutary Label: 9, Ground Truth: 7, Influence Score: 314308.9375
Index: 472, Salutary Label: 2, Ground Truth: 2, Influence Score: 1049364.625
Index: 499, Salutary Label: 9, Ground Truth: 9, Influence Score: 138030.03125
Index: 511, Salutary Label: 1, Ground Truth: 1, Influence Score: 76377.171875
Index: 521, Salutary Label: 1, Ground Truth: 1, Influence Score: 1769.1669921875
Index: 539, Salutary Label: 9, Ground Truth: 9, Influence Score: 13633.224609375
Index: 549, Salutary Label: 9, Ground Truth: 9, Influence Score: 1256777.375
Index: 551, Salutary Label: 1, Ground Truth: 1, Influence Score: 69537.1484375
Index: 562, Salutary Label: 2, Ground Truth: 2, Influence Score: 277519.5
Index: 591, Salutary Label: 1, Ground Truth: 1, Influence Score: 110069.6953125
Index: 608, Salutary Label: 8, Ground Truth: 8, Influence Score: 796778.6875
Index: 611, Salutary Label: 1, Ground Truth: 1, Influence Score: 35940.6015625
Index: 621, Salutary Label: 1, Ground Truth: 1, Influence Score: 267160.5625
Index: 639, Salutary Label: 9, Ground Truth: 9, Influence Score: 297099.875
Index: 659, Salutary Label: 9, Ground Truth: 9, Influence Score: 667496.4375
Index: 667, Salutary Label: 7, Ground Truth: 7, Influence Score: 1542683.375
Index: 677, Salutary Label: 7, Ground Truth: 7, Influence Score: 213126.078125
Index: 681, Salutary Label: 1, Ground Truth: 1, Influence Score: 700908.3125
Index: 690, Salutary Label: 0, Ground Truth: 0, Influence Score: 198255.03125
Index: 758, Salutary Label: 8, Ground Truth: 8, Influence Score: 1096657.75
Index: 771, Salutary Label: 1, Ground Truth: 1, Influence Score: 381334.5
Index: 780, Salutary Label: 0, Ground Truth: 0, Influence Score: 83252.8671875
Index: 809, Salutary Label: 9, Ground Truth: 9, Influence Score: 23936.83984375
Index: 837, Salutary Label: 7, Ground Truth: 4, Influence Score: 860044.375
Index: 845, Salutary Label: 5, Ground Truth: 3, Influence Score: 336413.0
Index: 870, Salutary Label: 0, Ground Truth: 0, Influence Score: 14840.279296875
Index: 899, Salutary Label: 9, Ground Truth: 9, Influence Score: 630.9959106445312
Index: 915, Salutary Label: 5, Ground Truth: 5, Influence Score: 158913.921875
Index: 934, Salutary Label: 4, Ground Truth: 4, Influence Score: 1801504.5
Index: 945, Salutary Label: 5, Ground Truth: 6, Influence Score: 1050537.0
Index: 952, Salutary Label: 2, Ground Truth: 9, Influence Score: 154152.9375
Index: 966, Salutary Label: 6, Ground Truth: 6, Influence Score: 1071.409912109375
Index: 980, Salutary Label: 0, Ground Truth: 0, Influence Score: 757328.9375
Index: 992, Salutary Label: 2, Ground Truth: 2, Influence Score: 136184.75
Index: 1009, Salutary Label: 9, Ground Truth: 9, Influence Score: 1302677.5
Index: 1038, Salutary Label: 8, Ground Truth: 8, Influence Score: 815799.875
Index: 1097, Salutary Label: 7, Ground Truth: 7, Influence Score: 221524.921875
Index: 1101, Salutary Label: 1, Ground Truth: 1, Influence Score: 776652.0
Index: 1181, Salutary Label: 1, Ground Truth: 1, Influence Score: 515091.75
Index: 1195, Salutary Label: 5, Ground Truth: 5, Influence Score: 954450.875
Index: 1238, Salutary Label: 8, Ground Truth: 0, Influence Score: 781422.0
Index: 1241, Salutary Label: 1, Ground Truth: 1, Influence Score: 679070.625
Index: 1278, Salutary Label: 8, Ground Truth: 5, Influence Score: 1075820.5
Index: 1299, Salutary Label: 9, Ground Truth: 1, Influence Score: 1436669.0
Index: 1324, Salutary Label: 4, Ground Truth: 4, Influence Score: 609506.1875
Index: 1355, Salutary Label: 5, Ground Truth: 5, Influence Score: 1682710.0
Index: 1378, Salutary Label: 8, Ground Truth: 8, Influence Score: 1550761.5
Index: 1387, Salutary Label: 7, Ground Truth: 7, Influence Score: 35386.3515625
Index: 1398, Salutary Label: 8, Ground Truth: 8, Influence Score: 106477.5625
Index: 1402, Salutary Label: 2, Ground Truth: 2, Influence Score: 632992.375
Index: 1429, Salutary Label: 9, Ground Truth: 9, Influence Score: 1172025.5
Index: 1474, Salutary Label: 4, Ground Truth: 6, Influence Score: 578677.0
Index: 1480, Salutary Label: 0, Ground Truth: 0, Influence Score: 222100.21875
Index: 1491, Salutary Label: 1, Ground Truth: 1, Influence Score: 208430.6875
Index: 1519, Salutary Label: 9, Ground Truth: 9, Influence Score: 1808775.875
Index: 1541, Salutary Label: 1, Ground Truth: 1, Influence Score: 26920.517578125
Index: 1559, Salutary Label: 9, Ground Truth: 9, Influence Score: 423466.1875
Index: 1574, Salutary Label: 4, Ground Truth: 6, Influence Score: 847101.5
Index: 1581, Salutary Label: 1, Ground Truth: 1, Influence Score: 53826.7890625
Index: 1595, Salutary Label: 5, Ground Truth: 5, Influence Score: 1283222.5
Index: 1618, Salutary Label: 8, Ground Truth: 1, Influence Score: 1483158.75
Index: 1622, Salutary Label: 2, Ground Truth: 2, Influence Score: 420663.71875
Index: 1635, Salutary Label: 5, Ground Truth: 5, Influence Score: 56852.32421875
