Index: 7, Salutary Label: 7, Ground Truth: 4, Influence Score: 440046.125
Index: 17, Salutary Label: 7, Ground Truth: 7, Influence Score: 1512604.25
Index: 27, Salutary Label: 7, Ground Truth: 5, Influence Score: 449887.78125
Index: 37, Salutary Label: 7, Ground Truth: 7, Influence Score: 1160018.0
Index: 48, Salutary Label: 8, Ground Truth: 4, Influence Score: 851653.625
Index: 50, Salutary Label: 0, Ground Truth: 0, Influence Score: 496474.4375
Index: 68, Salutary Label: 8, Ground Truth: 8, Influence Score: 146883.0
Index: 87, Salutary Label: 7, Ground Truth: 4, Influence Score: 888655.75
Index: 117, Salutary Label: 7, Ground Truth: 7, Influence Score: 625132.25
Index: 126, Salutary Label: 6, Ground Truth: 3, Influence Score: 1793561.75
Index: 138, Salutary Label: 8, Ground Truth: 4, Influence Score: 571102.0
Index: 143, Salutary Label: 3, Ground Truth: 3, Influence Score: 483486.125
Index: 155, Salutary Label: 5, Ground Truth: 5, Influence Score: 1533966.0
Index: 166, Salutary Label: 6, Ground Truth: 6, Influence Score: 840424.375
Index: 178, Salutary Label: 8, Ground Truth: 8, Influence Score: 2384.97998046875
Index: 203, Salutary Label: 3, Ground Truth: 5, Influence Score: 1179195.25
Index: 240, Salutary Label: 0, Ground Truth: 0, Influence Score: 45670.4453125
Index: 257, Salutary Label: 7, Ground Truth: 7, Influence Score: 5054.60546875
Index: 262, Salutary Label: 2, Ground Truth: 4, Influence Score: 248964.53125
Index: 279, Salutary Label: 9, Ground Truth: 0, Influence Score: 1528646.5
Index: 280, Salutary Label: 0, Ground Truth: 0, Influence Score: 1001187.125
Index: 296, Salutary Label: 6, Ground Truth: 6, Influence Score: 1411959.375
Index: 300, Salutary Label: 0, Ground Truth: 0, Influence Score: 1917448.125
Index: 321, Salutary Label: 1, Ground Truth: 1, Influence Score: 46625.87890625
Index: 337, Salutary Label: 7, Ground Truth: 7, Influence Score: 681.2734985351562
Index: 354, Salutary Label: 4, Ground Truth: 0, Influence Score: 227397.390625
Index: 369, Salutary Label: 9, Ground Truth: 9, Influence Score: 201822.140625
Index: 374, Salutary Label: 4, Ground Truth: 4, Influence Score: 350690.53125
Index: 389, Salutary Label: 9, Ground Truth: 9, Influence Score: 60058.32421875
Index: 398, Salutary Label: 8, Ground Truth: 8, Influence Score: 1423854.25
Index: 402, Salutary Label: 2, Ground Truth: 4, Influence Score: 366667.625
Index: 424, Salutary Label: 4, Ground Truth: 4, Influence Score: 229958.1875
Index: 431, Salutary Label: 1, Ground Truth: 1, Influence Score: 686944.8125
Index: 449, Salutary Label: 9, Ground Truth: 9, Influence Score: 375803.5625
Index: 450, Salutary Label: 0, Ground Truth: 0, Influence Score: 1780987.875
Index: 466, Salutary Label: 6, Ground Truth: 3, Influence Score: 1843918.375
Index: 471, Salutary Label: 1, Ground Truth: 1, Influence Score: 482069.8125
Index: 489, Salutary Label: 9, Ground Truth: 9, Influence Score: 273296.125
Index: 509, Salutary Label: 9, Ground Truth: 9, Influence Score: 1062.450927734375
Index: 511, Salutary Label: 1, Ground Truth: 1, Influence Score: 8210.369140625
Index: 529, Salutary Label: 9, Ground Truth: 9, Influence Score: 18976.25390625
Index: 533, Salutary Label: 3, Ground Truth: 3, Influence Score: 1370341.0
Index: 548, Salutary Label: 8, Ground Truth: 8, Influence Score: 523990.875
Index: 578, Salutary Label: 8, Ground Truth: 8, Influence Score: 1620769.125
Index: 581, Salutary Label: 1, Ground Truth: 8, Influence Score: 423690.0
Index: 599, Salutary Label: 9, Ground Truth: 5, Influence Score: 587675.125
Index: 609, Salutary Label: 9, Ground Truth: 9, Influence Score: 1148890.75
Index: 616, Salutary Label: 6, Ground Truth: 6, Influence Score: 1644221.0
Index: 621, Salutary Label: 1, Ground Truth: 1, Influence Score: 901203.625
Index: 639, Salutary Label: 9, Ground Truth: 9, Influence Score: 2331.09521484375
Index: 643, Salutary Label: 3, Ground Truth: 4, Influence Score: 1220134.125
Index: 668, Salutary Label: 8, Ground Truth: 8, Influence Score: 7787.2841796875
Index: 678, Salutary Label: 8, Ground Truth: 8, Influence Score: 286.9944152832031
Index: 682, Salutary Label: 2, Ground Truth: 2, Influence Score: 378485.3125
Index: 709, Salutary Label: 9, Ground Truth: 9, Influence Score: 339116.625
Index: 718, Salutary Label: 8, Ground Truth: 4, Influence Score: 1656678.375
Index: 722, Salutary Label: 2, Ground Truth: 2, Influence Score: 343321.125
Index: 735, Salutary Label: 5, Ground Truth: 5, Influence Score: 327878.71875
Index: 746, Salutary Label: 6, Ground Truth: 6, Influence Score: 1449144.875
Index: 751, Salutary Label: 1, Ground Truth: 4, Influence Score: 1978885.125
Index: 769, Salutary Label: 9, Ground Truth: 9, Influence Score: 4682.35986328125
