Index: 34423, Salutary Label: 6, Ground Truth: 2, Influence Score: 5325637.0
Index: 12471, Salutary Label: 0, Ground Truth: 0, Influence Score: 4721092.5
Index: 28203, Salutary Label: 0, Ground Truth: 8, Influence Score: 5817238.0
Index: 35649, Salutary Label: 0, Ground Truth: 0, Influence Score: 5152007.0
Index: 36688, Salutary Label: 6, Ground Truth: 5, Influence Score: 5635779.0
Index: 44733, Salutary Label: 0, Ground Truth: 0, Influence Score: 4201797.0
Index: 26913, Salutary Label: 0, Ground Truth: 4, Influence Score: 5220295.5
Index: 17617, Salutary Label: 2, Ground Truth: 4, Influence Score: 5172778.0
Index: 7180, Salutary Label: 2, Ground Truth: 0, Influence Score: 4071696.5
Index: 24496, Salutary Label: 6, Ground Truth: 3, Influence Score: 5444917.5
Index: 27322, Salutary Label: 4, Ground Truth: 4, Influence Score: 4610856.0
Index: 39024, Salutary Label: 0, Ground Truth: 0, Influence Score: 5264808.5
Index: 21436, Salutary Label: 0, Ground Truth: 9, Influence Score: 5315658.0
Index: 33390, Salutary Label: 6, Ground Truth: 4, Influence Score: 2683705.5
Index: 37600, Salutary Label: 1, Ground Truth: 5, Influence Score: 5443368.0
Index: 16794, Salutary Label: 8, Ground Truth: 8, Influence Score: 4630569.0
Index: 32038, Salutary Label: 2, Ground Truth: 2, Influence Score: 5976980.5
Index: 25871, Salutary Label: 0, Ground Truth: 8, Influence Score: 4971020.0
Index: 5945, Salutary Label: 0, Ground Truth: 8, Influence Score: 5654939.0
Index: 28771, Salutary Label: 6, Ground Truth: 2, Influence Score: 4157617.0
Index: 5169, Salutary Label: 6, Ground Truth: 2, Influence Score: 5656402.0
Index: 13854, Salutary Label: 0, Ground Truth: 0, Influence Score: 4826492.5
Index: 28686, Salutary Label: 0, Ground Truth: 4, Influence Score: 4049808.25
Index: 40170, Salutary Label: 1, Ground Truth: 4, Influence Score: 4906478.5
Index: 32744, Salutary Label: 1, Ground Truth: 3, Influence Score: 5934501.0
Index: 22828, Salutary Label: 4, Ground Truth: 4, Influence Score: 1394357.625
Index: 30921, Salutary Label: 4, Ground Truth: 4, Influence Score: 2600104.25
Index: 17616, Salutary Label: 0, Ground Truth: 0, Influence Score: 5920455.0
Index: 38906, Salutary Label: 6, Ground Truth: 4, Influence Score: 3499272.5
Index: 14603, Salutary Label: 0, Ground Truth: 5, Influence Score: 5268333.5
Index: 35041, Salutary Label: 6, Ground Truth: 6, Influence Score: 5505998.5
Index: 27989, Salutary Label: 6, Ground Truth: 4, Influence Score: 4133690.25
Index: 2049, Salutary Label: 6, Ground Truth: 4, Influence Score: 3661260.0
Index: 40606, Salutary Label: 6, Ground Truth: 6, Influence Score: 4746350.5
Index: 32061, Salutary Label: 0, Ground Truth: 6, Influence Score: 4295957.5
Index: 18665, Salutary Label: 0, Ground Truth: 8, Influence Score: 5447827.5
Index: 40164, Salutary Label: 0, Ground Truth: 2, Influence Score: 5890528.5
Index: 39842, Salutary Label: 8, Ground Truth: 8, Influence Score: 4505094.0
Index: 19632, Salutary Label: 0, Ground Truth: 8, Influence Score: 5347283.5
Index: 4640, Salutary Label: 2, Ground Truth: 4, Influence Score: 5410370.0
Index: 43938, Salutary Label: 8, Ground Truth: 8, Influence Score: 2642800.75
Index: 11387, Salutary Label: 2, Ground Truth: 2, Influence Score: 5134180.0
Index: 22675, Salutary Label: 6, Ground Truth: 2, Influence Score: 5215415.5
Index: 18885, Salutary Label: 0, Ground Truth: 1, Influence Score: 4163693.5
Index: 40152, Salutary Label: 0, Ground Truth: 5, Influence Score: 4047545.75
Index: 16501, Salutary Label: 0, Ground Truth: 0, Influence Score: 3203025.5
Index: 13659, Salutary Label: 4, Ground Truth: 3, Influence Score: 4920593.5
Index: 14253, Salutary Label: 2, Ground Truth: 2, Influence Score: 5867254.5
Index: 36101, Salutary Label: 8, Ground Truth: 0, Influence Score: 4588551.5
Index: 21525, Salutary Label: 0, Ground Truth: 3, Influence Score: 5323968.0
Index: 32082, Salutary Label: 1, Ground Truth: 8, Influence Score: 4808334.5
Index: 6936, Salutary Label: 6, Ground Truth: 4, Influence Score: 5995681.0
Index: 7524, Salutary Label: 0, Ground Truth: 9, Influence Score: 5917834.0
Index: 916, Salutary Label: 0, Ground Truth: 3, Influence Score: 4229304.5
Index: 21519, Salutary Label: 4, Ground Truth: 4, Influence Score: 5944300.0
Index: 3070, Salutary Label: 0, Ground Truth: 0, Influence Score: 4216785.5
Index: 11400, Salutary Label: 0, Ground Truth: 0, Influence Score: 4888478.0
Index: 8359, Salutary Label: 6, Ground Truth: 4, Influence Score: 5925113.0
Index: 43109, Salutary Label: 8, Ground Truth: 8, Influence Score: 5126074.0
Index: 37125, Salutary Label: 9, Ground Truth: 9, Influence Score: 3183199.5
Index: 25918, Salutary Label: 0, Ground Truth: 0, Influence Score: 5780340.5
Index: 39919, Salutary Label: 1, Ground Truth: 3, Influence Score: 3755971.0
Index: 14518, Salutary Label: 1, Ground Truth: 4, Influence Score: 4567416.0
Index: 15168, Salutary Label: 0, Ground Truth: 8, Influence Score: 5994737.5
Index: 4194, Salutary Label: 0, Ground Truth: 4, Influence Score: 3631784.5
Index: 15031, Salutary Label: 0, Ground Truth: 0, Influence Score: 5720341.5
Index: 23120, Salutary Label: 1, Ground Truth: 2, Influence Score: 3271025.0
Index: 22856, Salutary Label: 8, Ground Truth: 0, Influence Score: 5321714.0
Index: 31307, Salutary Label: 1, Ground Truth: 3, Influence Score: 5833071.5
Index: 20322, Salutary Label: 2, Ground Truth: 2, Influence Score: 5496684.0
Index: 10319, Salutary Label: 0, Ground Truth: 2, Influence Score: 4747361.5
Index: 20134, Salutary Label: 0, Ground Truth: 0, Influence Score: 5456464.5
Index: 31275, Salutary Label: 1, Ground Truth: 3, Influence Score: 5000709.5
Index: 44475, Salutary Label: 0, Ground Truth: 0, Influence Score: 3851810.0
Index: 24049, Salutary Label: 6, Ground Truth: 6, Influence Score: 5758192.5
Index: 37046, Salutary Label: 4, Ground Truth: 4, Influence Score: 4599654.5
Index: 19499, Salutary Label: 6, Ground Truth: 2, Influence Score: 4034439.0
Index: 44010, Salutary Label: 2, Ground Truth: 6, Influence Score: 5801976.5
Index: 31075, Salutary Label: 0, Ground Truth: 5, Influence Score: 3875390.5
Index: 2363, Salutary Label: 1, Ground Truth: 5, Influence Score: 5327326.0
Index: 42769, Salutary Label: 1, Ground Truth: 4, Influence Score: 5516806.0
Index: 38813, Salutary Label: 2, Ground Truth: 2, Influence Score: 5312803.0
Index: 9135, Salutary Label: 8, Ground Truth: 8, Influence Score: 3945784.5
Index: 18694, Salutary Label: 6, Ground Truth: 2, Influence Score: 5781974.0
Index: 34390, Salutary Label: 0, Ground Truth: 2, Influence Score: 5967111.5
Index: 23268, Salutary Label: 1, Ground Truth: 4, Influence Score: 4355963.5
Index: 42392, Salutary Label: 0, Ground Truth: 3, Influence Score: 5812733.5
Index: 12495, Salutary Label: 6, Ground Truth: 4, Influence Score: 3620287.5
Index: 26570, Salutary Label: 8, Ground Truth: 4, Influence Score: 3533306.0
Index: 37908, Salutary Label: 6, Ground Truth: 3, Influence Score: 4920146.5
Index: 17195, Salutary Label: 1, Ground Truth: 1, Influence Score: 5661960.5
Index: 25791, Salutary Label: 0, Ground Truth: 0, Influence Score: 4306900.5
Index: 18784, Salutary Label: 0, Ground Truth: 1, Influence Score: 5408027.0
Index: 24197, Salutary Label: 0, Ground Truth: 8, Influence Score: 5916853.0
Index: 30522, Salutary Label: 8, Ground Truth: 4, Influence Score: 5274355.0
Index: 14546, Salutary Label: 0, Ground Truth: 8, Influence Score: 5202933.0
Index: 36275, Salutary Label: 6, Ground Truth: 4, Influence Score: 4400425.0
Index: 24788, Salutary Label: 0, Ground Truth: 8, Influence Score: 5266482.0
Index: 40380, Salutary Label: 0, Ground Truth: 6, Influence Score: 3584423.25
Index: 19707, Salutary Label: 6, Ground Truth: 4, Influence Score: 5057522.0
Index: 18658, Salutary Label: 6, Ground Truth: 6, Influence Score: 5992196.5
Index: 30055, Salutary Label: 6, Ground Truth: 5, Influence Score: 5523585.0
Index: 14176, Salutary Label: 0, Ground Truth: 2, Influence Score: 4143802.5
Index: 439, Salutary Label: 0, Ground Truth: 0, Influence Score: 4936347.0
Index: 27916, Salutary Label: 8, Ground Truth: 4, Influence Score: 3898368.0
Index: 37192, Salutary Label: 8, Ground Truth: 4, Influence Score: 4992285.5
Index: 41064, Salutary Label: 8, Ground Truth: 8, Influence Score: 2596226.75
Index: 39877, Salutary Label: 8, Ground Truth: 0, Influence Score: 4309760.0
Index: 27359, Salutary Label: 0, Ground Truth: 4, Influence Score: 5569592.5
Index: 17774, Salutary Label: 6, Ground Truth: 4, Influence Score: 4845012.0
Index: 6635, Salutary Label: 1, Ground Truth: 8, Influence Score: 4704649.5
Index: 17325, Salutary Label: 8, Ground Truth: 0, Influence Score: 3512730.0
Index: 13478, Salutary Label: 0, Ground Truth: 8, Influence Score: 5061254.5
Index: 1830, Salutary Label: 0, Ground Truth: 0, Influence Score: 4776345.0
Correct labels: 38/114
