Index: 20, Salutary Label: 0, Ground Truth: 0, Influence Score: 4318.81494140625
Index: 37, Salutary Label: 7, Ground Truth: 7, Influence Score: 261.3558349609375
Index: 68, Salutary Label: 8, Ground Truth: 0, Influence Score: 4079.4150390625
Index: 70, Salutary Label: 0, Ground Truth: 0, Influence Score: 7942.1044921875
Index: 137, Salutary Label: 7, Ground Truth: 7, Influence Score: 585.3004150390625
Index: 148, Salutary Label: 8, Ground Truth: 8, Influence Score: 279.01947021484375
Index: 289, Salutary Label: 9, Ground Truth: 9, Influence Score: 88.64987182617188
Index: 298, Salutary Label: 8, Ground Truth: 2, Influence Score: 3518.408203125
Index: 357, Salutary Label: 7, Ground Truth: 4, Influence Score: 1287.351318359375
Index: 388, Salutary Label: 8, Ground Truth: 0, Influence Score: 24233.90234375
Index: 468, Salutary Label: 8, Ground Truth: 8, Influence Score: 1906.620361328125
Index: 496, Salutary Label: 6, Ground Truth: 6, Influence Score: 9546.9326171875
Index: 570, Salutary Label: 0, Ground Truth: 0, Influence Score: 3031.840087890625
Index: 599, Salutary Label: 9, Ground Truth: 1, Influence Score: 2444.353271484375
Index: 621, Salutary Label: 1, Ground Truth: 1, Influence Score: 17944.9140625
Index: 664, Salutary Label: 4, Ground Truth: 4, Influence Score: 34599.2421875
Index: 715, Salutary Label: 5, Ground Truth: 5, Influence Score: 1669.904296875
Index: 730, Salutary Label: 0, Ground Truth: 0, Influence Score: 16167.92578125
Index: 750, Salutary Label: 0, Ground Truth: 0, Influence Score: 23119.2734375
Index: 797, Salutary Label: 7, Ground Truth: 7, Influence Score: 5.8145527839660645
Index: 837, Salutary Label: 7, Ground Truth: 7, Influence Score: 3330.071044921875
Index: 858, Salutary Label: 8, Ground Truth: 8, Influence Score: 800.8952026367188
Index: 861, Salutary Label: 1, Ground Truth: 1, Influence Score: 4837.5888671875
Index: 917, Salutary Label: 7, Ground Truth: 7, Influence Score: 30.714906692504883
Index: 937, Salutary Label: 7, Ground Truth: 7, Influence Score: 1762.447265625
Index: 967, Salutary Label: 7, Ground Truth: 4, Influence Score: 314.06182861328125
Index: 989, Salutary Label: 9, Ground Truth: 9, Influence Score: 3122.120361328125
Index: 1011, Salutary Label: 1, Ground Truth: 1, Influence Score: 375.32366943359375
Index: 1030, Salutary Label: 0, Ground Truth: 0, Influence Score: 10499.1962890625
Index: 1109, Salutary Label: 9, Ground Truth: 9, Influence Score: 5674.62744140625
Index: 1129, Salutary Label: 9, Ground Truth: 9, Influence Score: 12592.1171875
Index: 1151, Salutary Label: 1, Ground Truth: 1, Influence Score: 38871.6953125
Index: 1198, Salutary Label: 8, Ground Truth: 8, Influence Score: 3619.6279296875
Index: 1210, Salutary Label: 0, Ground Truth: 0, Influence Score: 1418.26025390625
Index: 1238, Salutary Label: 8, Ground Truth: 8, Influence Score: 7524.11328125
Index: 1268, Salutary Label: 8, Ground Truth: 8, Influence Score: 4093.90478515625
Index: 1328, Salutary Label: 8, Ground Truth: 8, Influence Score: 6293.9052734375
Index: 1381, Salutary Label: 1, Ground Truth: 9, Influence Score: 47575.18359375
Index: 1398, Salutary Label: 8, Ground Truth: 8, Influence Score: 40094.828125
Index: 1428, Salutary Label: 8, Ground Truth: 8, Influence Score: 332.48223876953125
Index: 1498, Salutary Label: 8, Ground Truth: 8, Influence Score: 2.2065627574920654
Index: 1549, Salutary Label: 9, Ground Truth: 9, Influence Score: 21444.892578125
Index: 1656, Salutary Label: 6, Ground Truth: 6, Influence Score: 29925.25390625
Index: 1679, Salutary Label: 9, Ground Truth: 9, Influence Score: 3410.90234375
Index: 1691, Salutary Label: 1, Ground Truth: 1, Influence Score: 1536.505615234375
Index: 1718, Salutary Label: 8, Ground Truth: 8, Influence Score: 24158.9453125
Index: 1911, Salutary Label: 1, Ground Truth: 1, Influence Score: 613.4833984375
Index: 1929, Salutary Label: 9, Ground Truth: 9, Influence Score: 42662.1015625
Index: 2031, Salutary Label: 1, Ground Truth: 1, Influence Score: 10081.8115234375
Index: 2062, Salutary Label: 2, Ground Truth: 2, Influence Score: 33527.8359375
Index: 2071, Salutary Label: 1, Ground Truth: 1, Influence Score: 17225.88671875
Index: 2300, Salutary Label: 0, Ground Truth: 0, Influence Score: 17183.931640625
Index: 2337, Salutary Label: 7, Ground Truth: 7, Influence Score: 19.76526641845703
Index: 2378, Salutary Label: 8, Ground Truth: 8, Influence Score: 4404.1796875
Index: 2391, Salutary Label: 1, Ground Truth: 1, Influence Score: 136.9666748046875
Index: 2420, Salutary Label: 0, Ground Truth: 0, Influence Score: 516.8218994140625
Index: 2457, Salutary Label: 7, Ground Truth: 7, Influence Score: 1405.9818115234375
Index: 2468, Salutary Label: 8, Ground Truth: 8, Influence Score: 705.9539794921875
Index: 2481, Salutary Label: 1, Ground Truth: 1, Influence Score: 5118.5693359375
Index: 2521, Salutary Label: 1, Ground Truth: 1, Influence Score: 1012.8482666015625
Index: 2578, Salutary Label: 8, Ground Truth: 8, Influence Score: 22.228275299072266
Index: 2595, Salutary Label: 5, Ground Truth: 5, Influence Score: 8682.8115234375
Index: 2637, Salutary Label: 7, Ground Truth: 7, Influence Score: 280.5980529785156
Index: 2668, Salutary Label: 8, Ground Truth: 0, Influence Score: 2784.7890625
Index: 2701, Salutary Label: 1, Ground Truth: 1, Influence Score: 1170.9827880859375
Index: 2717, Salutary Label: 7, Ground Truth: 7, Influence Score: 369.4551086425781
Index: 2720, Salutary Label: 0, Ground Truth: 0, Influence Score: 682.8212890625
Index: 2738, Salutary Label: 8, Ground Truth: 8, Influence Score: 4228.4013671875
Index: 2757, Salutary Label: 7, Ground Truth: 7, Influence Score: 252.38348388671875
Index: 2802, Salutary Label: 2, Ground Truth: 4, Influence Score: 13072.9677734375
Index: 2869, Salutary Label: 9, Ground Truth: 9, Influence Score: 7407.234375
Index: 2870, Salutary Label: 0, Ground Truth: 0, Influence Score: 1473.5499267578125
Index: 2948, Salutary Label: 8, Ground Truth: 8, Influence Score: 4252.5341796875
Index: 2979, Salutary Label: 9, Ground Truth: 9, Influence Score: 19119.255859375
Index: 2991, Salutary Label: 1, Ground Truth: 1, Influence Score: 28549.236328125
Index: 3040, Salutary Label: 0, Ground Truth: 0, Influence Score: 1393.1259765625
Index: 3108, Salutary Label: 8, Ground Truth: 8, Influence Score: 711.099609375
Index: 3129, Salutary Label: 9, Ground Truth: 3, Influence Score: 13173.376953125
Index: 3130, Salutary Label: 0, Ground Truth: 0, Influence Score: 23664.771484375
Index: 3152, Salutary Label: 2, Ground Truth: 2, Influence Score: 1118.218994140625
Index: 3161, Salutary Label: 1, Ground Truth: 1, Influence Score: 19174.103515625
Index: 3238, Salutary Label: 8, Ground Truth: 8, Influence Score: 175.21163940429688
Index: 3245, Salutary Label: 5, Ground Truth: 5, Influence Score: 6645.9130859375
Index: 3267, Salutary Label: 7, Ground Truth: 7, Influence Score: 15953.2666015625
Index: 3309, Salutary Label: 9, Ground Truth: 9, Influence Score: 2967.30859375
Index: 3336, Salutary Label: 6, Ground Truth: 6, Influence Score: 44611.7578125
Index: 3408, Salutary Label: 8, Ground Truth: 8, Influence Score: 7486.650390625
Index: 3426, Salutary Label: 6, Ground Truth: 6, Influence Score: 1528.7808837890625
Index: 3458, Salutary Label: 8, Ground Truth: 8, Influence Score: 140.35101318359375
Index: 3490, Salutary Label: 0, Ground Truth: 0, Influence Score: 38453.37890625
Index: 3570, Salutary Label: 0, Ground Truth: 0, Influence Score: 582.3656616210938
Index: 3607, Salutary Label: 7, Ground Truth: 7, Influence Score: 431.6326904296875
Index: 3631, Salutary Label: 1, Ground Truth: 1, Influence Score: 166.471923828125
Index: 3868, Salutary Label: 8, Ground Truth: 8, Influence Score: 28897.59765625
Index: 3900, Salutary Label: 0, Ground Truth: 0, Influence Score: 9303.830078125
Index: 3947, Salutary Label: 7, Ground Truth: 7, Influence Score: 100.1739730834961
Index: 3971, Salutary Label: 1, Ground Truth: 1, Influence Score: 48724.359375
Index: 4069, Salutary Label: 9, Ground Truth: 9, Influence Score: 379.6105041503906
Index: 4099, Salutary Label: 9, Ground Truth: 9, Influence Score: 16038.4853515625
Index: 4101, Salutary Label: 1, Ground Truth: 1, Influence Score: 42486.9375
Index: 4117, Salutary Label: 7, Ground Truth: 7, Influence Score: 2331.831787109375
Index: 4201, Salutary Label: 1, Ground Truth: 1, Influence Score: 13142.31640625
Index: 4260, Salutary Label: 0, Ground Truth: 0, Influence Score: 825.2391357421875
Index: 4368, Salutary Label: 8, Ground Truth: 9, Influence Score: 20850.7265625
Index: 4371, Salutary Label: 1, Ground Truth: 1, Influence Score: 18589.4609375
Index: 4388, Salutary Label: 8, Ground Truth: 8, Influence Score: 11187.8603515625
Index: 4479, Salutary Label: 9, Ground Truth: 9, Influence Score: 15511.1416015625
Index: 4497, Salutary Label: 7, Ground Truth: 7, Influence Score: 49.45167922973633
Index: 4518, Salutary Label: 8, Ground Truth: 8, Influence Score: 630.1168212890625
Index: 4586, Salutary Label: 6, Ground Truth: 5, Influence Score: 47769.6015625
Index: 4597, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.9332783222198486
Index: 4656, Salutary Label: 6, Ground Truth: 6, Influence Score: 15411.94140625
Index: 4661, Salutary Label: 1, Ground Truth: 1, Influence Score: 1689.66650390625
Index: 4688, Salutary Label: 8, Ground Truth: 8, Influence Score: 21.866153717041016
Index: 4717, Salutary Label: 7, Ground Truth: 7, Influence Score: 1123.626220703125
Index: 4748, Salutary Label: 8, Ground Truth: 8, Influence Score: 5158.509765625
Index: 4850, Salutary Label: 0, Ground Truth: 0, Influence Score: 144.2537841796875
Index: 4915, Salutary Label: 5, Ground Truth: 5, Influence Score: 7175.146484375
Index: 4941, Salutary Label: 1, Ground Truth: 1, Influence Score: 19119.19140625
Index: 5005, Salutary Label: 5, Ground Truth: 5, Influence Score: 42811.859375
Index: 5071, Salutary Label: 1, Ground Truth: 1, Influence Score: 1201.525634765625
Index: 5097, Salutary Label: 7, Ground Truth: 7, Influence Score: 22989.369140625
Index: 5141, Salutary Label: 1, Ground Truth: 1, Influence Score: 49718.20703125
Index: 5271, Salutary Label: 1, Ground Truth: 1, Influence Score: 44958.125
Index: 5281, Salutary Label: 1, Ground Truth: 1, Influence Score: 12724.0283203125
Index: 5291, Salutary Label: 1, Ground Truth: 1, Influence Score: 687.6944580078125
Index: 5341, Salutary Label: 1, Ground Truth: 1, Influence Score: 1998.350830078125
Index: 5368, Salutary Label: 8, Ground Truth: 8, Influence Score: 13593.0947265625
Index: 5371, Salutary Label: 1, Ground Truth: 1, Influence Score: 44833.07421875
Index: 5388, Salutary Label: 8, Ground Truth: 8, Influence Score: 14006.265625
Index: 5410, Salutary Label: 0, Ground Truth: 3, Influence Score: 7233.21533203125
Index: 5448, Salutary Label: 8, Ground Truth: 8, Influence Score: 35183.0078125
Index: 5455, Salutary Label: 5, Ground Truth: 5, Influence Score: 8683.1455078125
Index: 5540, Salutary Label: 0, Ground Truth: 0, Influence Score: 1067.742431640625
Index: 5581, Salutary Label: 1, Ground Truth: 1, Influence Score: 49713.80078125
Index: 5591, Salutary Label: 1, Ground Truth: 1, Influence Score: 5313.8017578125
Index: 5607, Salutary Label: 7, Ground Truth: 7, Influence Score: 7294.62158203125
Index: 5610, Salutary Label: 0, Ground Truth: 0, Influence Score: 7571.9189453125
Index: 5621, Salutary Label: 1, Ground Truth: 1, Influence Score: 24974.451171875
Index: 5666, Salutary Label: 6, Ground Truth: 6, Influence Score: 16350.1103515625
Index: 5676, Salutary Label: 6, Ground Truth: 6, Influence Score: 44100.90234375
Index: 5730, Salutary Label: 0, Ground Truth: 0, Influence Score: 4960.99072265625
Index: 5760, Salutary Label: 0, Ground Truth: 0, Influence Score: 141.989013671875
Index: 5807, Salutary Label: 7, Ground Truth: 7, Influence Score: 95.70703887939453
Index: 5828, Salutary Label: 8, Ground Truth: 8, Influence Score: 5660.51806640625
Index: 5836, Salutary Label: 6, Ground Truth: 6, Influence Score: 3872.6142578125
Index: 5878, Salutary Label: 8, Ground Truth: 8, Influence Score: 41.65778350830078
Index: 5889, Salutary Label: 9, Ground Truth: 7, Influence Score: 28220.326171875
Index: 5899, Salutary Label: 9, Ground Truth: 1, Influence Score: 21758.0625
Index: 5916, Salutary Label: 6, Ground Truth: 6, Influence Score: 9456.05859375
Index: 5932, Salutary Label: 2, Ground Truth: 2, Influence Score: 18446.55078125
Index: 6035, Salutary Label: 5, Ground Truth: 5, Influence Score: 11921.6181640625
Index: 6100, Salutary Label: 0, Ground Truth: 2, Influence Score: 31603.63671875
Index: 6130, Salutary Label: 0, Ground Truth: 0, Influence Score: 10817.4755859375
Index: 6154, Salutary Label: 4, Ground Truth: 5, Influence Score: 4495.22265625
Index: 6169, Salutary Label: 9, Ground Truth: 9, Influence Score: 2208.501953125
Index: 6179, Salutary Label: 9, Ground Truth: 9, Influence Score: 3627.46240234375
Index: 6188, Salutary Label: 8, Ground Truth: 8, Influence Score: 14529.607421875
Index: 6209, Salutary Label: 9, Ground Truth: 9, Influence Score: 46207.2109375
Index: 6220, Salutary Label: 0, Ground Truth: 0, Influence Score: 131.5871124267578
Index: 6277, Salutary Label: 7, Ground Truth: 7, Influence Score: 2974.505859375
Index: 6381, Salutary Label: 1, Ground Truth: 1, Influence Score: 3984.046142578125
Index: 6418, Salutary Label: 8, Ground Truth: 8, Influence Score: 6889.060546875
Index: 6421, Salutary Label: 1, Ground Truth: 1, Influence Score: 5443.97119140625
Index: 6458, Salutary Label: 8, Ground Truth: 8, Influence Score: 897.3516845703125
Index: 6507, Salutary Label: 7, Ground Truth: 7, Influence Score: 32102.85546875
Index: 6549, Salutary Label: 9, Ground Truth: 9, Influence Score: 2006.441162109375
Index: 6561, Salutary Label: 1, Ground Truth: 1, Influence Score: 3222.7197265625
