Index: 30027, Salutary Label: 1, Ground Truth: 1, Influence Score: 508340.4375
Index: 23703, Salutary Label: 6, Ground Truth: 6, Influence Score: 312203.46875
Index: 31264, Salutary Label: 9, Ground Truth: 9, Influence Score: 187501.3125
Index: 20207, Salutary Label: 4, Ground Truth: 5, Influence Score: 723772.0
Index: 42590, Salutary Label: 5, Ground Truth: 6, Influence Score: 197671.875
Index: 20517, Salutary Label: 7, Ground Truth: 7, Influence Score: 959703.8125
Index: 38801, Salutary Label: 8, Ground Truth: 8, Influence Score: 9025.072265625
Index: 1936, Salutary Label: 9, Ground Truth: 9, Influence Score: 11646.234375
Index: 14929, Salutary Label: 9, Ground Truth: 9, Influence Score: 343506.6875
Index: 335, Salutary Label: 5, Ground Truth: 7, Influence Score: 165223.03125
Index: 945, Salutary Label: 7, Ground Truth: 7, Influence Score: 180.08932495117188
Index: 28312, Salutary Label: 5, Ground Truth: 5, Influence Score: 601015.625
Index: 17015, Salutary Label: 4, Ground Truth: 4, Influence Score: 66308.59375
Index: 11174, Salutary Label: 7, Ground Truth: 4, Influence Score: 421732.8125
Index: 36879, Salutary Label: 8, Ground Truth: 8, Influence Score: 24107.48828125
Index: 33334, Salutary Label: 9, Ground Truth: 0, Influence Score: 587980.5
Index: 21972, Salutary Label: 9, Ground Truth: 5, Influence Score: 399192.25
Index: 22923, Salutary Label: 9, Ground Truth: 8, Influence Score: 821353.8125
Index: 1445, Salutary Label: 7, Ground Truth: 5, Influence Score: 640543.125
Index: 1122, Salutary Label: 6, Ground Truth: 6, Influence Score: 147.80874633789062
Index: 16688, Salutary Label: 8, Ground Truth: 8, Influence Score: 130269.6875
Index: 34487, Salutary Label: 1, Ground Truth: 4, Influence Score: 715560.5
Index: 27202, Salutary Label: 7, Ground Truth: 7, Influence Score: 9103.9580078125
Index: 17710, Salutary Label: 5, Ground Truth: 3, Influence Score: 851435.1875
Index: 34624, Salutary Label: 5, Ground Truth: 5, Influence Score: 40886.6640625
Index: 17767, Salutary Label: 1, Ground Truth: 1, Influence Score: 16.89634132385254
Index: 28904, Salutary Label: 1, Ground Truth: 8, Influence Score: 30154.1015625
Index: 22576, Salutary Label: 1, Ground Truth: 1, Influence Score: 404663.1875
Index: 27453, Salutary Label: 4, Ground Truth: 4, Influence Score: 139978.125
Index: 16369, Salutary Label: 7, Ground Truth: 7, Influence Score: 168395.90625
Index: 23207, Salutary Label: 5, Ground Truth: 5, Influence Score: 14570.796875
Index: 21819, Salutary Label: 1, Ground Truth: 1, Influence Score: 283828.90625
Index: 29057, Salutary Label: 6, Ground Truth: 6, Influence Score: 370.3300476074219
Index: 34651, Salutary Label: 6, Ground Truth: 6, Influence Score: 363962.65625
Index: 38195, Salutary Label: 7, Ground Truth: 7, Influence Score: 14571.314453125
Index: 26321, Salutary Label: 4, Ground Truth: 4, Influence Score: 1698.365966796875
Index: 25334, Salutary Label: 4, Ground Truth: 4, Influence Score: 79026.15625
Index: 4049, Salutary Label: 5, Ground Truth: 3, Influence Score: 49316.859375
Index: 31529, Salutary Label: 1, Ground Truth: 9, Influence Score: 961903.0
Index: 8326, Salutary Label: 9, Ground Truth: 9, Influence Score: 15493.92578125
Index: 36431, Salutary Label: 6, Ground Truth: 6, Influence Score: 586623.5625
Index: 13368, Salutary Label: 5, Ground Truth: 3, Influence Score: 208025.671875
Index: 3670, Salutary Label: 1, Ground Truth: 8, Influence Score: 152846.0
Index: 33228, Salutary Label: 1, Ground Truth: 1, Influence Score: 1114.904541015625
Index: 37326, Salutary Label: 8, Ground Truth: 8, Influence Score: 305757.34375
Index: 6936, Salutary Label: 6, Ground Truth: 4, Influence Score: 2224.611572265625
Index: 10820, Salutary Label: 1, Ground Truth: 1, Influence Score: 70342.21875
Index: 15188, Salutary Label: 6, Ground Truth: 4, Influence Score: 145921.421875
Index: 43809, Salutary Label: 7, Ground Truth: 7, Influence Score: 352556.96875
Index: 42707, Salutary Label: 9, Ground Truth: 9, Influence Score: 284489.875
Index: 44858, Salutary Label: 5, Ground Truth: 5, Influence Score: 147059.296875
Index: 19025, Salutary Label: 0, Ground Truth: 0, Influence Score: 319061.875
Index: 5531, Salutary Label: 7, Ground Truth: 7, Influence Score: 1288.4703369140625
Index: 15283, Salutary Label: 4, Ground Truth: 4, Influence Score: 790210.5
Index: 2676, Salutary Label: 1, Ground Truth: 8, Influence Score: 603435.0
Index: 16675, Salutary Label: 6, Ground Truth: 6, Influence Score: 24836.15234375
Index: 27011, Salutary Label: 1, Ground Truth: 1, Influence Score: 39352.58203125
Index: 21568, Salutary Label: 0, Ground Truth: 0, Influence Score: 242.34347534179688
Index: 43963, Salutary Label: 9, Ground Truth: 9, Influence Score: 17914.896484375
Index: 2047, Salutary Label: 1, Ground Truth: 1, Influence Score: 228463.53125
Index: 19974, Salutary Label: 5, Ground Truth: 3, Influence Score: 532420.125
Index: 4031, Salutary Label: 1, Ground Truth: 1, Influence Score: 900537.75
Index: 11191, Salutary Label: 1, Ground Truth: 8, Influence Score: 189937.5
Index: 20100, Salutary Label: 7, Ground Truth: 7, Influence Score: 75716.2578125
Index: 35198, Salutary Label: 8, Ground Truth: 8, Influence Score: 1864.9083251953125
Index: 30288, Salutary Label: 7, Ground Truth: 7, Influence Score: 3091.36572265625
Index: 1672, Salutary Label: 1, Ground Truth: 0, Influence Score: 544253.5
Index: 26584, Salutary Label: 7, Ground Truth: 7, Influence Score: 6468.30908203125
Index: 20809, Salutary Label: 2, Ground Truth: 2, Influence Score: 102.46717834472656
Index: 37600, Salutary Label: 5, Ground Truth: 5, Influence Score: 775616.1875
Index: 17818, Salutary Label: 7, Ground Truth: 7, Influence Score: 584693.4375
Index: 11760, Salutary Label: 6, Ground Truth: 2, Influence Score: 309814.71875
Index: 10466, Salutary Label: 1, Ground Truth: 1, Influence Score: 240637.375
Index: 18768, Salutary Label: 4, Ground Truth: 4, Influence Score: 966539.375
Index: 41845, Salutary Label: 8, Ground Truth: 0, Influence Score: 62865.9140625
Index: 19088, Salutary Label: 1, Ground Truth: 1, Influence Score: 1067.66943359375
Index: 17668, Salutary Label: 0, Ground Truth: 0, Influence Score: 93155.8984375
Index: 11698, Salutary Label: 9, Ground Truth: 9, Influence Score: 0.03479534760117531
Index: 8487, Salutary Label: 9, Ground Truth: 9, Influence Score: 295366.5
Index: 2756, Salutary Label: 9, Ground Truth: 9, Influence Score: 915187.25
Index: 29241, Salutary Label: 1, Ground Truth: 1, Influence Score: 1842.604248046875
Index: 23772, Salutary Label: 6, Ground Truth: 6, Influence Score: 3619.23193359375
Index: 11752, Salutary Label: 7, Ground Truth: 7, Influence Score: 705036.875
Index: 22219, Salutary Label: 9, Ground Truth: 0, Influence Score: 218748.5
Index: 42521, Salutary Label: 9, Ground Truth: 9, Influence Score: 386058.78125
