19518, 0, 0
16489, 8, 8
6304, 1, 1
36757, 0, 0
36942, 1, 1
28584, 0, 0
38830, 1, 1
11592, 8, 8
18899, 7, 7
12808, 8, 8
40485, 0, 0
12119, 0, 0
2851, 2, 2
19848, 7, 7
18927, 0, 0
9352, 8, 8
44994, 8, 8
827, 8, 8
32682, 7, 7
4684, 7, 7
8558, 0, 2
29145, 7, 7
4422, 1, 1
35507, 0, 0
4745, 0, 0
31357, 8, 8
12499, 1, 1
38947, 0, 0
39097, 7, 7
2796, 5, 5
5001, 0, 0
188, 4, 3
38155, 2, 2
21168, 0, 0
43974, 6, 4
4642, 0, 0
20325, 0, 0
34573, 0, 0
42667, 7, 7
1432, 0, 0
40272, 9, 9
31368, 7, 7
37988, 6, 6
5075, 0, 0
28086, 9, 9
33854, 1, 1
6532, 0, 0
27416, 6, 6
24621, 0, 8
25732, 8, 8
21161, 8, 8
28249, 7, 7
44984, 8, 8
18485, 7, 7
21993, 8, 8
42208, 8, 8
22020, 8, 0
9768, 0, 0
20016, 9, 9
22965, 8, 0
42089, 8, 8
23585, 0, 0
27474, 1, 1
41847, 0, 0
6408, 8, 9
1566, 0, 0
10366, 1, 1
22276, 7, 7
34598, 0, 2
187, 8, 8
1184, 9, 9
15670, 7, 7
6122, 7, 7
31213, 8, 8
2825, 9, 9
15110, 8, 8
14901, 7, 7
15804, 7, 7
3318, 6, 6
40394, 9, 9
10151, 4, 2
12061, 9, 9
9811, 7, 7
26305, 7, 7
9384, 9, 9
2523, 8, 8
17589, 8, 8
29031, 8, 8
25773, 8, 0
35559, 1, 1
12451, 1, 1
40790, 6, 6
35688, 6, 6
19001, 0, 2
27052, 8, 8
25894, 7, 7
13699, 1, 1
1067, 8, 8
21033, 7, 7
40716, 7, 7
38347, 8, 8
44454, 1, 1
22251, 7, 4
29364, 0, 0
39775, 9, 9
34985, 1, 1
24357, 8, 8
34121, 8, 5
19294, 7, 7
26300, 9, 9
44451, 1, 1
3610, 0, 0
10901, 3, 3
41939, 1, 1
16917, 5, 5
24020, 8, 8
40922, 8, 8
31177, 8, 8
6439, 0, 0
3106, 6, 6
43512, 8, 8
23437, 7, 7
145, 0, 0
35263, 0, 2
26743, 1, 1
42840, 9, 9
26805, 0, 2
44296, 6, 6
29084, 8, 8
21068, 8, 8
19763, 9, 8
27414, 3, 3
39564, 1, 1
39162, 6, 6
26175, 8, 8
38820, 1, 1
43893, 8, 8
12083, 9, 9
5212, 1, 1
6262, 1, 1
28130, 8, 8
2310, 1, 1
6076, 5, 5
25102, 1, 1
44105, 7, 7
34967, 1, 1
30648, 7, 7
11106, 2, 6
14395, 7, 7
1594, 8, 8
3882, 7, 7
16198, 1, 1
