Index: 39597, Salutary Label: 3, Ground Truth: 2, Influence Score: 1033161.9375
Index: 40432, Salutary Label: 3, Ground Truth: 5, Influence Score: 3820447.25
Index: 11364, Salutary Label: 9, Ground Truth: 9, Influence Score: 154997.078125
Index: 34644, Salutary Label: 6, Ground Truth: 4, Influence Score: 1278812.5
Index: 26043, Salutary Label: 3, Ground Truth: 3, Influence Score: 3433062.75
Index: 4347, Salutary Label: 1, Ground Truth: 1, Influence Score: 1779697.125
Index: 6946, Salutary Label: 1, Ground Truth: 1, Influence Score: 743523.0
Index: 6245, Salutary Label: 1, Ground Truth: 9, Influence Score: 1182014.0
Index: 21960, Salutary Label: 6, Ground Truth: 3, Influence Score: 2243602.0
Index: 16326, Salutary Label: 6, Ground Truth: 6, Influence Score: 2345129.5
Index: 347, Salutary Label: 5, Ground Truth: 5, Influence Score: 994494.5625
Index: 29430, Salutary Label: 7, Ground Truth: 7, Influence Score: 14432.01171875
Index: 27273, Salutary Label: 6, Ground Truth: 6, Influence Score: 4776090.0
Index: 17416, Salutary Label: 7, Ground Truth: 7, Influence Score: 400817.0625
Index: 28250, Salutary Label: 0, Ground Truth: 0, Influence Score: 111226.4375
Index: 12954, Salutary Label: 1, Ground Truth: 9, Influence Score: 55475.71875
Index: 16902, Salutary Label: 6, Ground Truth: 6, Influence Score: 3995831.0
Index: 24519, Salutary Label: 8, Ground Truth: 8, Influence Score: 1765527.5
Index: 25221, Salutary Label: 3, Ground Truth: 4, Influence Score: 3332584.0
Index: 17204, Salutary Label: 8, Ground Truth: 8, Influence Score: 759299.25
Index: 10386, Salutary Label: 0, Ground Truth: 9, Influence Score: 2703051.5
Index: 27513, Salutary Label: 6, Ground Truth: 6, Influence Score: 5767761.0
Index: 1655, Salutary Label: 6, Ground Truth: 6, Influence Score: 1438840.0
Index: 10231, Salutary Label: 3, Ground Truth: 4, Influence Score: 2972436.5
Index: 12135, Salutary Label: 5, Ground Truth: 5, Influence Score: 5802046.0
Index: 25770, Salutary Label: 6, Ground Truth: 9, Influence Score: 530985.0
Index: 1284, Salutary Label: 6, Ground Truth: 3, Influence Score: 3027775.25
Index: 17633, Salutary Label: 2, Ground Truth: 9, Influence Score: 573376.5
Index: 11652, Salutary Label: 6, Ground Truth: 4, Influence Score: 1237892.0
Index: 5255, Salutary Label: 0, Ground Truth: 0, Influence Score: 38765.703125
Index: 27068, Salutary Label: 6, Ground Truth: 5, Influence Score: 2168184.0
Index: 36931, Salutary Label: 3, Ground Truth: 5, Influence Score: 2686318.5
Index: 27146, Salutary Label: 9, Ground Truth: 9, Influence Score: 59378.671875
Index: 10348, Salutary Label: 0, Ground Truth: 2, Influence Score: 135154.125
Index: 21508, Salutary Label: 3, Ground Truth: 5, Influence Score: 2954722.0
Index: 22953, Salutary Label: 2, Ground Truth: 2, Influence Score: 946552.375
Index: 1067, Salutary Label: 8, Ground Truth: 8, Influence Score: 3768708.0
Index: 29722, Salutary Label: 6, Ground Truth: 5, Influence Score: 2142098.5
Index: 27696, Salutary Label: 6, Ground Truth: 6, Influence Score: 2369771.5
Index: 9576, Salutary Label: 6, Ground Truth: 4, Influence Score: 1263422.875
Index: 5518, Salutary Label: 8, Ground Truth: 0, Influence Score: 2084654.25
Index: 6810, Salutary Label: 3, Ground Truth: 3, Influence Score: 1985255.875
Index: 10518, Salutary Label: 1, Ground Truth: 1, Influence Score: 1912985.625
Index: 10370, Salutary Label: 1, Ground Truth: 9, Influence Score: 594755.25
Index: 40119, Salutary Label: 0, Ground Truth: 4, Influence Score: 1924677.125
Index: 2252, Salutary Label: 0, Ground Truth: 4, Influence Score: 1756523.75
Index: 21797, Salutary Label: 6, Ground Truth: 6, Influence Score: 5119204.0
Index: 29376, Salutary Label: 8, Ground Truth: 1, Influence Score: 637652.875
Index: 13830, Salutary Label: 6, Ground Truth: 6, Influence Score: 2230987.0
Index: 5555, Salutary Label: 6, Ground Truth: 7, Influence Score: 2484886.25
Index: 29639, Salutary Label: 4, Ground Truth: 5, Influence Score: 747496.0625
Index: 22526, Salutary Label: 5, Ground Truth: 5, Influence Score: 26697.95703125
Index: 12365, Salutary Label: 3, Ground Truth: 3, Influence Score: 467883.375
Index: 21602, Salutary Label: 2, Ground Truth: 8, Influence Score: 1279263.75
Index: 1153, Salutary Label: 5, Ground Truth: 5, Influence Score: 2199894.0
Index: 32249, Salutary Label: 0, Ground Truth: 9, Influence Score: 1465344.5
Index: 15121, Salutary Label: 0, Ground Truth: 0, Influence Score: 276911.75
Index: 12935, Salutary Label: 6, Ground Truth: 1, Influence Score: 3709714.0
Index: 34515, Salutary Label: 6, Ground Truth: 5, Influence Score: 2153209.75
Index: 30099, Salutary Label: 8, Ground Truth: 8, Influence Score: 241764.171875
Index: 42625, Salutary Label: 4, Ground Truth: 4, Influence Score: 980510.25
Index: 29839, Salutary Label: 4, Ground Truth: 7, Influence Score: 122965.75
Index: 42072, Salutary Label: 1, Ground Truth: 1, Influence Score: 14553.3818359375
Index: 10722, Salutary Label: 4, Ground Truth: 4, Influence Score: 1193539.125
Index: 28118, Salutary Label: 8, Ground Truth: 8, Influence Score: 2575434.0
Index: 30181, Salutary Label: 6, Ground Truth: 7, Influence Score: 3514412.0
Index: 14072, Salutary Label: 0, Ground Truth: 0, Influence Score: 737526.625
Index: 26811, Salutary Label: 2, Ground Truth: 6, Influence Score: 1468243.875
Index: 42287, Salutary Label: 8, Ground Truth: 1, Influence Score: 1661330.25
Index: 9405, Salutary Label: 3, Ground Truth: 3, Influence Score: 1400841.0
Index: 12023, Salutary Label: 7, Ground Truth: 7, Influence Score: 251979.53125
Index: 9516, Salutary Label: 6, Ground Truth: 6, Influence Score: 3906061.0
