Index: 28846, Salutary Label: 4, Ground Truth: 4, Influence Score: 2210258.25
Index: 20106, Salutary Label: 8, Ground Truth: 0, Influence Score: 1216985.0
Index: 14184, Salutary Label: 6, Ground Truth: 1, Influence Score: 1541532.0
Index: 32508, Salutary Label: 8, Ground Truth: 8, Influence Score: 687085.5
Index: 44595, Salutary Label: 9, Ground Truth: 9, Influence Score: 78365.5
Index: 18223, Salutary Label: 2, Ground Truth: 2, Influence Score: 73839.703125
Index: 31597, Salutary Label: 6, Ground Truth: 0, Influence Score: 616496.5625
Index: 23458, Salutary Label: 7, Ground Truth: 7, Influence Score: 302742.96875
Index: 32746, Salutary Label: 1, Ground Truth: 1, Influence Score: 46629.02734375
Index: 10150, Salutary Label: 4, Ground Truth: 2, Influence Score: 3044669.0
Index: 35063, Salutary Label: 7, Ground Truth: 8, Influence Score: 94284.5
Index: 28744, Salutary Label: 6, Ground Truth: 6, Influence Score: 943840.125
Index: 25934, Salutary Label: 0, Ground Truth: 0, Influence Score: 8632.0380859375
Index: 8121, Salutary Label: 4, Ground Truth: 2, Influence Score: 1117076.625
Index: 19466, Salutary Label: 6, Ground Truth: 6, Influence Score: 3490133.25
Index: 1221, Salutary Label: 9, Ground Truth: 9, Influence Score: 4713.158203125
Index: 28022, Salutary Label: 9, Ground Truth: 9, Influence Score: 1488785.0
Index: 27306, Salutary Label: 5, Ground Truth: 3, Influence Score: 1254125.875
Index: 33258, Salutary Label: 4, Ground Truth: 0, Influence Score: 378357.65625
Index: 859, Salutary Label: 7, Ground Truth: 7, Influence Score: 6627.30712890625
Index: 25188, Salutary Label: 9, Ground Truth: 9, Influence Score: 145904.75
Index: 6280, Salutary Label: 5, Ground Truth: 3, Influence Score: 1892068.25
Index: 43529, Salutary Label: 6, Ground Truth: 3, Influence Score: 2105331.0
Index: 30001, Salutary Label: 4, Ground Truth: 4, Influence Score: 788257.4375
Index: 9352, Salutary Label: 8, Ground Truth: 8, Influence Score: 1516.884521484375
Index: 7696, Salutary Label: 2, Ground Truth: 2, Influence Score: 248651.03125
Index: 6923, Salutary Label: 0, Ground Truth: 0, Influence Score: 22599.328125
Index: 12523, Salutary Label: 0, Ground Truth: 0, Influence Score: 112770.8046875
Index: 41703, Salutary Label: 6, Ground Truth: 2, Influence Score: 1429794.25
Index: 9315, Salutary Label: 6, Ground Truth: 2, Influence Score: 1543323.25
Index: 24807, Salutary Label: 7, Ground Truth: 7, Influence Score: 131314.609375
Index: 39350, Salutary Label: 8, Ground Truth: 8, Influence Score: 2965358.75
Index: 21619, Salutary Label: 0, Ground Truth: 0, Influence Score: 25871.224609375
Index: 30422, Salutary Label: 4, Ground Truth: 4, Influence Score: 2784024.75
