Index: 10507, Salutary Label: 5, Ground Truth: 3, Influence Score: 3680700.0
Index: 32274, Salutary Label: 5, Ground Truth: 2, Influence Score: 3719245.0
Index: 15730, Salutary Label: 5, Ground Truth: 9, Influence Score: 1387152.625
Index: 11330, Salutary Label: 4, Ground Truth: 4, Influence Score: 3619585.75
Index: 37044, Salutary Label: 8, Ground Truth: 8, Influence Score: 2799676.0
Index: 553, Salutary Label: 7, Ground Truth: 7, Influence Score: 3885681.25
Index: 18318, Salutary Label: 7, Ground Truth: 7, Influence Score: 5547539.5
Index: 18330, Salutary Label: 4, Ground Truth: 3, Influence Score: 1179126.5
Index: 43396, Salutary Label: 1, Ground Truth: 4, Influence Score: 2030143.25
Index: 33897, Salutary Label: 9, Ground Truth: 1, Influence Score: 1507455.5
Index: 5206, Salutary Label: 1, Ground Truth: 0, Influence Score: 658616.25
Index: 19796, Salutary Label: 5, Ground Truth: 5, Influence Score: 3635056.5
Index: 34366, Salutary Label: 5, Ground Truth: 4, Influence Score: 3594520.75
Index: 29753, Salutary Label: 5, Ground Truth: 7, Influence Score: 3959996.75
Index: 42490, Salutary Label: 4, Ground Truth: 3, Influence Score: 3763054.25
Index: 16015, Salutary Label: 2, Ground Truth: 3, Influence Score: 1530540.25
Index: 30741, Salutary Label: 5, Ground Truth: 5, Influence Score: 4487947.5
Index: 39471, Salutary Label: 4, Ground Truth: 4, Influence Score: 1477022.0
Index: 23432, Salutary Label: 9, Ground Truth: 9, Influence Score: 2508169.5
Index: 32073, Salutary Label: 5, Ground Truth: 3, Influence Score: 2835632.0
Index: 952, Salutary Label: 5, Ground Truth: 5, Influence Score: 3254328.25
Index: 10576, Salutary Label: 0, Ground Truth: 2, Influence Score: 2040922.25
Index: 32576, Salutary Label: 1, Ground Truth: 1, Influence Score: 3745165.5
Index: 36505, Salutary Label: 0, Ground Truth: 0, Influence Score: 1404609.75
Index: 9250, Salutary Label: 9, Ground Truth: 0, Influence Score: 1644853.0
Index: 31189, Salutary Label: 5, Ground Truth: 5, Influence Score: 2132275.75
Index: 24504, Salutary Label: 4, Ground Truth: 7, Influence Score: 2087750.5
Index: 15560, Salutary Label: 9, Ground Truth: 2, Influence Score: 1236836.25
Index: 2820, Salutary Label: 5, Ground Truth: 3, Influence Score: 3185956.0
Index: 9562, Salutary Label: 5, Ground Truth: 8, Influence Score: 1655314.375
Index: 2470, Salutary Label: 4, Ground Truth: 4, Influence Score: 3878059.75
Index: 33399, Salutary Label: 5, Ground Truth: 7, Influence Score: 2647829.5
Index: 22469, Salutary Label: 6, Ground Truth: 3, Influence Score: 1071371.875
Index: 8692, Salutary Label: 4, Ground Truth: 8, Influence Score: 1777437.75
Index: 11343, Salutary Label: 4, Ground Truth: 4, Influence Score: 4536962.0
Index: 5589, Salutary Label: 2, Ground Truth: 7, Influence Score: 4222980.0
Index: 5197, Salutary Label: 5, Ground Truth: 5, Influence Score: 3123926.75
Index: 43654, Salutary Label: 5, Ground Truth: 4, Influence Score: 4287605.0
Index: 36685, Salutary Label: 7, Ground Truth: 0, Influence Score: 2865756.25
Index: 2412, Salutary Label: 8, Ground Truth: 8, Influence Score: 526441.25
Index: 33687, Salutary Label: 9, Ground Truth: 9, Influence Score: 4763639.5
Index: 3488, Salutary Label: 5, Ground Truth: 2, Influence Score: 2306194.25
Index: 44407, Salutary Label: 2, Ground Truth: 2, Influence Score: 2320200.25
Index: 3266, Salutary Label: 3, Ground Truth: 7, Influence Score: 2644670.0
Index: 5046, Salutary Label: 8, Ground Truth: 8, Influence Score: 333636.5
Index: 23504, Salutary Label: 1, Ground Truth: 9, Influence Score: 1131904.0
Index: 23711, Salutary Label: 3, Ground Truth: 5, Influence Score: 4389317.0
Index: 25350, Salutary Label: 1, Ground Truth: 0, Influence Score: 3007002.25
Index: 7654, Salutary Label: 6, Ground Truth: 2, Influence Score: 511181.6875
Index: 30902, Salutary Label: 7, Ground Truth: 5, Influence Score: 1440375.75
Index: 30168, Salutary Label: 9, Ground Truth: 8, Influence Score: 1466504.375
Index: 42364, Salutary Label: 4, Ground Truth: 4, Influence Score: 3092026.25
Index: 43987, Salutary Label: 5, Ground Truth: 3, Influence Score: 5309415.0
Index: 43998, Salutary Label: 6, Ground Truth: 6, Influence Score: 356858.84375
Index: 37742, Salutary Label: 7, Ground Truth: 7, Influence Score: 1437105.5
Index: 864, Salutary Label: 8, Ground Truth: 8, Influence Score: 1854801.5
Index: 13211, Salutary Label: 3, Ground Truth: 6, Influence Score: 2331217.75
Index: 19614, Salutary Label: 8, Ground Truth: 8, Influence Score: 901554.375
Index: 33012, Salutary Label: 7, Ground Truth: 9, Influence Score: 2280991.0
Index: 30543, Salutary Label: 5, Ground Truth: 5, Influence Score: 2705764.5
Index: 11193, Salutary Label: 9, Ground Truth: 9, Influence Score: 817696.5
Index: 24716, Salutary Label: 2, Ground Truth: 4, Influence Score: 2540437.0
Index: 32965, Salutary Label: 5, Ground Truth: 4, Influence Score: 737354.3125
Index: 40707, Salutary Label: 9, Ground Truth: 9, Influence Score: 4525549.5
Index: 38467, Salutary Label: 5, Ground Truth: 5, Influence Score: 1381138.0
Index: 11023, Salutary Label: 5, Ground Truth: 5, Influence Score: 2923295.25
