Index: 25626, Salutary Label: 3, Ground Truth: 3, Influence Score: 1714927.25
Index: 21157, Salutary Label: 5, Ground Truth: 3, Influence Score: 436597.4375
Index: 39680, Salutary Label: 9, Ground Truth: 9, Influence Score: 258448.828125
Index: 43244, Salutary Label: 8, Ground Truth: 2, Influence Score: 5396932.0
Index: 27991, Salutary Label: 4, Ground Truth: 2, Influence Score: 1205704.625
Index: 36369, Salutary Label: 7, Ground Truth: 7, Influence Score: 1122274.25
Index: 12705, Salutary Label: 7, Ground Truth: 7, Influence Score: 39012.29296875
Index: 14722, Salutary Label: 4, Ground Truth: 4, Influence Score: 1557987.125
Index: 39462, Salutary Label: 1, Ground Truth: 1, Influence Score: 606667.8125
Index: 22765, Salutary Label: 1, Ground Truth: 2, Influence Score: 2207948.75
Index: 39721, Salutary Label: 8, Ground Truth: 8, Influence Score: 82189.671875
Index: 1960, Salutary Label: 6, Ground Truth: 6, Influence Score: 249397.375
Index: 34181, Salutary Label: 1, Ground Truth: 0, Influence Score: 1688321.375
Index: 15228, Salutary Label: 5, Ground Truth: 3, Influence Score: 1292565.25
Index: 13175, Salutary Label: 8, Ground Truth: 9, Influence Score: 208721.21875
Index: 32659, Salutary Label: 8, Ground Truth: 8, Influence Score: 30188.89453125
Index: 19622, Salutary Label: 5, Ground Truth: 3, Influence Score: 740530.0625
Index: 112, Salutary Label: 1, Ground Truth: 1, Influence Score: 2086503.75
Index: 29741, Salutary Label: 6, Ground Truth: 6, Influence Score: 808063.5
Index: 4817, Salutary Label: 8, Ground Truth: 9, Influence Score: 1671046.0
Index: 24195, Salutary Label: 6, Ground Truth: 6, Influence Score: 361450.6875
Index: 43357, Salutary Label: 8, Ground Truth: 8, Influence Score: 32694.541015625
Index: 26421, Salutary Label: 7, Ground Truth: 7, Influence Score: 1273841.625
Index: 12603, Salutary Label: 3, Ground Truth: 5, Influence Score: 1036965.875
Index: 10883, Salutary Label: 1, Ground Truth: 1, Influence Score: 1251519.125
Index: 25750, Salutary Label: 8, Ground Truth: 8, Influence Score: 119606.46875
Index: 16753, Salutary Label: 9, Ground Truth: 9, Influence Score: 1289478.0
Index: 5819, Salutary Label: 1, Ground Truth: 1, Influence Score: 6468.06884765625
Index: 8224, Salutary Label: 5, Ground Truth: 2, Influence Score: 1797752.625
Index: 22301, Salutary Label: 9, Ground Truth: 3, Influence Score: 638925.25
Index: 21282, Salutary Label: 1, Ground Truth: 1, Influence Score: 164046.875
Index: 36149, Salutary Label: 5, Ground Truth: 3, Influence Score: 996726.375
Index: 18855, Salutary Label: 3, Ground Truth: 5, Influence Score: 2756767.75
Index: 36638, Salutary Label: 7, Ground Truth: 7, Influence Score: 13476.5908203125
Index: 40407, Salutary Label: 1, Ground Truth: 1, Influence Score: 978943.6875
Index: 24451, Salutary Label: 1, Ground Truth: 1, Influence Score: 1182891.125
Index: 31882, Salutary Label: 1, Ground Truth: 1, Influence Score: 39349.33984375
Index: 29546, Salutary Label: 8, Ground Truth: 8, Influence Score: 12465.908203125
Index: 24316, Salutary Label: 5, Ground Truth: 3, Influence Score: 1207344.125
Index: 14744, Salutary Label: 7, Ground Truth: 7, Influence Score: 78.67418670654297
Index: 12445, Salutary Label: 4, Ground Truth: 4, Influence Score: 4011710.0
Index: 39762, Salutary Label: 4, Ground Truth: 2, Influence Score: 1882810.25
Index: 21615, Salutary Label: 9, Ground Truth: 7, Influence Score: 1751544.5
Index: 12773, Salutary Label: 1, Ground Truth: 1, Influence Score: 358153.34375
Index: 36124, Salutary Label: 3, Ground Truth: 6, Influence Score: 2872593.0
Index: 7637, Salutary Label: 0, Ground Truth: 0, Influence Score: 3666.734130859375
Index: 35248, Salutary Label: 8, Ground Truth: 9, Influence Score: 1817185.25
Index: 13168, Salutary Label: 1, Ground Truth: 1, Influence Score: 59733.5546875
Index: 31491, Salutary Label: 4, Ground Truth: 3, Influence Score: 1393548.75
Index: 3533, Salutary Label: 3, Ground Truth: 3, Influence Score: 2923909.75
Index: 40970, Salutary Label: 7, Ground Truth: 2, Influence Score: 2824538.0
Index: 1861, Salutary Label: 9, Ground Truth: 9, Influence Score: 4950140.5
Index: 33541, Salutary Label: 7, Ground Truth: 2, Influence Score: 3277914.0
Index: 33711, Salutary Label: 8, Ground Truth: 0, Influence Score: 3376656.0
Index: 33210, Salutary Label: 8, Ground Truth: 8, Influence Score: 1086942.0
Index: 3916, Salutary Label: 8, Ground Truth: 8, Influence Score: 433416.78125
Index: 30346, Salutary Label: 4, Ground Truth: 3, Influence Score: 1960166.0
Index: 15085, Salutary Label: 1, Ground Truth: 9, Influence Score: 1475399.75
Index: 20856, Salutary Label: 9, Ground Truth: 9, Influence Score: 2378997.5
Index: 30674, Salutary Label: 9, Ground Truth: 9, Influence Score: 629753.6875
Index: 26375, Salutary Label: 4, Ground Truth: 0, Influence Score: 1215763.5
Index: 13536, Salutary Label: 0, Ground Truth: 0, Influence Score: 29562.96484375
Index: 43520, Salutary Label: 4, Ground Truth: 0, Influence Score: 2750333.25
Index: 28410, Salutary Label: 5, Ground Truth: 3, Influence Score: 4259343.0
Index: 33684, Salutary Label: 9, Ground Truth: 3, Influence Score: 2188984.5
Index: 41445, Salutary Label: 9, Ground Truth: 9, Influence Score: 7118.48388671875
Index: 34209, Salutary Label: 1, Ground Truth: 0, Influence Score: 149505.15625
Index: 21947, Salutary Label: 2, Ground Truth: 2, Influence Score: 3803416.5
Index: 13539, Salutary Label: 7, Ground Truth: 7, Influence Score: 9278.626953125
Index: 23692, Salutary Label: 1, Ground Truth: 1, Influence Score: 150503.71875
Index: 40013, Salutary Label: 9, Ground Truth: 4, Influence Score: 3302588.75
Index: 35451, Salutary Label: 8, Ground Truth: 8, Influence Score: 71758.2109375
Index: 19349, Salutary Label: 8, Ground Truth: 8, Influence Score: 60984.609375
Index: 40800, Salutary Label: 4, Ground Truth: 3, Influence Score: 1273478.0
Index: 18900, Salutary Label: 4, Ground Truth: 4, Influence Score: 248146.46875
Index: 9913, Salutary Label: 0, Ground Truth: 0, Influence Score: 7718062.0
Index: 6954, Salutary Label: 9, Ground Truth: 9, Influence Score: 16853.66015625
Index: 39119, Salutary Label: 5, Ground Truth: 5, Influence Score: 1815925.875
Index: 5142, Salutary Label: 8, Ground Truth: 8, Influence Score: 304198.03125
Index: 5808, Salutary Label: 8, Ground Truth: 8, Influence Score: 174350.25
Index: 17787, Salutary Label: 1, Ground Truth: 1, Influence Score: 1048239.4375
Index: 26678, Salutary Label: 8, Ground Truth: 8, Influence Score: 587988.75
Index: 12219, Salutary Label: 4, Ground Truth: 7, Influence Score: 720382.0
Index: 29463, Salutary Label: 1, Ground Truth: 9, Influence Score: 447542.4375
Index: 37891, Salutary Label: 1, Ground Truth: 3, Influence Score: 1133489.25
Index: 24636, Salutary Label: 7, Ground Truth: 7, Influence Score: 105868.3125
Index: 12712, Salutary Label: 1, Ground Truth: 1, Influence Score: 1715675.5
Index: 27182, Salutary Label: 7, Ground Truth: 7, Influence Score: 492665.78125
Index: 1122, Salutary Label: 2, Ground Truth: 3, Influence Score: 880176.25
Index: 28040, Salutary Label: 4, Ground Truth: 2, Influence Score: 958210.75
Index: 31430, Salutary Label: 4, Ground Truth: 7, Influence Score: 2339213.5
Index: 7590, Salutary Label: 3, Ground Truth: 5, Influence Score: 371707.5625
Index: 32673, Salutary Label: 8, Ground Truth: 8, Influence Score: 325743.84375
Index: 29953, Salutary Label: 9, Ground Truth: 9, Influence Score: 60453.1171875
Index: 38027, Salutary Label: 0, Ground Truth: 0, Influence Score: 70372.7578125
Index: 14183, Salutary Label: 5, Ground Truth: 5, Influence Score: 693462.1875
Index: 340, Salutary Label: 7, Ground Truth: 7, Influence Score: 751627.9375
Index: 20270, Salutary Label: 5, Ground Truth: 5, Influence Score: 345473.28125
Index: 30228, Salutary Label: 7, Ground Truth: 7, Influence Score: 2027760.0
Index: 19540, Salutary Label: 2, Ground Truth: 2, Influence Score: 7238892.0
Index: 23366, Salutary Label: 3, Ground Truth: 6, Influence Score: 1326908.5
Index: 13818, Salutary Label: 1, Ground Truth: 1, Influence Score: 75979.7265625
Index: 36313, Salutary Label: 9, Ground Truth: 9, Influence Score: 25785.240234375
Index: 29178, Salutary Label: 7, Ground Truth: 3, Influence Score: 1182104.5
Index: 13589, Salutary Label: 6, Ground Truth: 6, Influence Score: 734999.375
Index: 21057, Salutary Label: 2, Ground Truth: 2, Influence Score: 302533.25
Index: 15127, Salutary Label: 7, Ground Truth: 7, Influence Score: 1024.29931640625
Index: 19246, Salutary Label: 0, Ground Truth: 0, Influence Score: 39267.76171875
Index: 43478, Salutary Label: 8, Ground Truth: 8, Influence Score: 19216.408203125
Index: 41542, Salutary Label: 7, Ground Truth: 4, Influence Score: 13729.1943359375
Index: 20954, Salutary Label: 5, Ground Truth: 5, Influence Score: 863122.9375
Index: 43096, Salutary Label: 0, Ground Truth: 0, Influence Score: 256229.15625
Index: 14521, Salutary Label: 6, Ground Truth: 6, Influence Score: 28957.134765625
Index: 41273, Salutary Label: 5, Ground Truth: 4, Influence Score: 518528.96875
Index: 29560, Salutary Label: 5, Ground Truth: 3, Influence Score: 722018.75
Index: 9281, Salutary Label: 5, Ground Truth: 6, Influence Score: 2375021.5
Index: 16138, Salutary Label: 8, Ground Truth: 8, Influence Score: 957825.25
Index: 18323, Salutary Label: 6, Ground Truth: 2, Influence Score: 1500311.25
Index: 32426, Salutary Label: 6, Ground Truth: 6, Influence Score: 221919.578125
