Index: 18099, Salutary Label: 4, Ground Truth: 4, Influence Score: 467034.4375
Index: 21320, Salutary Label: 0, Ground Truth: 0, Influence Score: 169129.921875
Index: 34068, Salutary Label: 5, Ground Truth: 2, Influence Score: 291308.25
Index: 27020, Salutary Label: 7, Ground Truth: 7, Influence Score: 2742.142578125
Index: 19128, Salutary Label: 4, Ground Truth: 2, Influence Score: 977407.9375
Index: 2718, Salutary Label: 2, Ground Truth: 5, Influence Score: 942372.75
Index: 146, Salutary Label: 0, Ground Truth: 0, Influence Score: 567224.625
Index: 18948, Salutary Label: 0, Ground Truth: 0, Influence Score: 216.47607421875
Index: 25556, Salutary Label: 3, Ground Truth: 6, Influence Score: 981148.25
Index: 17339, Salutary Label: 6, Ground Truth: 6, Influence Score: 157478.96875
Index: 21341, Salutary Label: 6, Ground Truth: 6, Influence Score: 30475.873046875
Index: 23618, Salutary Label: 6, Ground Truth: 6, Influence Score: 74539.21875
Index: 16950, Salutary Label: 3, Ground Truth: 9, Influence Score: 1344112.0
Index: 17310, Salutary Label: 8, Ground Truth: 0, Influence Score: 399404.0
Index: 24330, Salutary Label: 8, Ground Truth: 8, Influence Score: 72790.515625
Index: 2428, Salutary Label: 1, Ground Truth: 6, Influence Score: 839316.5
Index: 15198, Salutary Label: 1, Ground Truth: 1, Influence Score: 11.39565658569336
Index: 34604, Salutary Label: 9, Ground Truth: 9, Influence Score: 146739.375
Index: 304, Salutary Label: 4, Ground Truth: 2, Influence Score: 530856.375
Index: 11624, Salutary Label: 0, Ground Truth: 0, Influence Score: 87727.015625
Index: 12585, Salutary Label: 4, Ground Truth: 6, Influence Score: 3783280.5
Index: 26625, Salutary Label: 1, Ground Truth: 0, Influence Score: 980397.4375
Index: 2738, Salutary Label: 1, Ground Truth: 3, Influence Score: 822611.75
Index: 24206, Salutary Label: 6, Ground Truth: 6, Influence Score: 244715.875
Index: 27896, Salutary Label: 1, Ground Truth: 1, Influence Score: 552230.875
Index: 34856, Salutary Label: 6, Ground Truth: 6, Influence Score: 21140.44921875
Index: 34512, Salutary Label: 1, Ground Truth: 1, Influence Score: 223814.34375
Index: 2811, Salutary Label: 1, Ground Truth: 5, Influence Score: 173438.03125
Index: 12904, Salutary Label: 7, Ground Truth: 1, Influence Score: 55311.55078125
Index: 9350, Salutary Label: 4, Ground Truth: 4, Influence Score: 1011589.3125
Index: 29772, Salutary Label: 0, Ground Truth: 0, Influence Score: 7125.7890625
Index: 34183, Salutary Label: 3, Ground Truth: 3, Influence Score: 849828.875
Index: 5871, Salutary Label: 9, Ground Truth: 9, Influence Score: 1285560.0
Index: 23281, Salutary Label: 0, Ground Truth: 0, Influence Score: 1018113.6875
Index: 25336, Salutary Label: 0, Ground Truth: 0, Influence Score: 450267.5
Index: 20050, Salutary Label: 5, Ground Truth: 3, Influence Score: 1428873.5
Index: 28880, Salutary Label: 7, Ground Truth: 7, Influence Score: 160725.34375
Index: 4573, Salutary Label: 8, Ground Truth: 8, Influence Score: 8001.94287109375
Index: 3966, Salutary Label: 2, Ground Truth: 2, Influence Score: 1166158.25
Index: 8812, Salutary Label: 8, Ground Truth: 8, Influence Score: 110557.2421875
Index: 13537, Salutary Label: 5, Ground Truth: 5, Influence Score: 1264488.25
Index: 26151, Salutary Label: 4, Ground Truth: 6, Influence Score: 438188.71875
Index: 14563, Salutary Label: 0, Ground Truth: 3, Influence Score: 641994.25
Index: 11917, Salutary Label: 3, Ground Truth: 4, Influence Score: 961499.125
Index: 10747, Salutary Label: 8, Ground Truth: 8, Influence Score: 240149.765625
Index: 28396, Salutary Label: 1, Ground Truth: 1, Influence Score: 177439.8125
Index: 23333, Salutary Label: 8, Ground Truth: 9, Influence Score: 310987.3125
Index: 11632, Salutary Label: 4, Ground Truth: 7, Influence Score: 1803090.5
Index: 19600, Salutary Label: 7, Ground Truth: 4, Influence Score: 165113.875
Index: 20991, Salutary Label: 0, Ground Truth: 0, Influence Score: 2833701.0
Index: 21367, Salutary Label: 1, Ground Truth: 1, Influence Score: 3058.939453125
Index: 9929, Salutary Label: 8, Ground Truth: 8, Influence Score: 133274.5625
Index: 39979, Salutary Label: 5, Ground Truth: 5, Influence Score: 2082911.25
Index: 13884, Salutary Label: 9, Ground Truth: 9, Influence Score: 502467.03125
Index: 18734, Salutary Label: 3, Ground Truth: 3, Influence Score: 1567355.25
Index: 39999, Salutary Label: 4, Ground Truth: 4, Influence Score: 1474664.625
Index: 10645, Salutary Label: 7, Ground Truth: 7, Influence Score: 111055.6484375
Index: 21971, Salutary Label: 6, Ground Truth: 6, Influence Score: 67222.4375
Index: 18542, Salutary Label: 9, Ground Truth: 9, Influence Score: 22860.2890625
Index: 41512, Salutary Label: 0, Ground Truth: 0, Influence Score: 15995.904296875
Index: 8189, Salutary Label: 4, Ground Truth: 2, Influence Score: 741644.25
Index: 40661, Salutary Label: 4, Ground Truth: 4, Influence Score: 143094.84375
Index: 5230, Salutary Label: 1, Ground Truth: 1, Influence Score: 232904.5
Index: 39950, Salutary Label: 5, Ground Truth: 6, Influence Score: 793849.875
Index: 36892, Salutary Label: 3, Ground Truth: 3, Influence Score: 2153815.5
Index: 25370, Salutary Label: 7, Ground Truth: 5, Influence Score: 1507358.0
Index: 14586, Salutary Label: 5, Ground Truth: 5, Influence Score: 2214452.5
Index: 11943, Salutary Label: 9, Ground Truth: 9, Influence Score: 169006.078125
Index: 28917, Salutary Label: 1, Ground Truth: 1, Influence Score: 401651.3125
Index: 7159, Salutary Label: 4, Ground Truth: 4, Influence Score: 1828649.5
Index: 25969, Salutary Label: 1, Ground Truth: 1, Influence Score: 127263.75
Index: 10407, Salutary Label: 0, Ground Truth: 3, Influence Score: 1562843.625
Index: 20815, Salutary Label: 6, Ground Truth: 6, Influence Score: 134994.875
Index: 5628, Salutary Label: 3, Ground Truth: 4, Influence Score: 2650152.75
Index: 6557, Salutary Label: 5, Ground Truth: 5, Influence Score: 2410257.5
Index: 35622, Salutary Label: 3, Ground Truth: 3, Influence Score: 2003499.0
Index: 36239, Salutary Label: 8, Ground Truth: 8, Influence Score: 125536.4765625
Index: 40537, Salutary Label: 7, Ground Truth: 7, Influence Score: 4683.654296875
Index: 29161, Salutary Label: 7, Ground Truth: 7, Influence Score: 21774.25390625
Index: 39926, Salutary Label: 8, Ground Truth: 8, Influence Score: 1387.913330078125
Index: 24234, Salutary Label: 2, Ground Truth: 2, Influence Score: 472543.5
Index: 42632, Salutary Label: 1, Ground Truth: 1, Influence Score: 270393.5
Index: 11890, Salutary Label: 1, Ground Truth: 0, Influence Score: 622865.5625
Index: 29298, Salutary Label: 6, Ground Truth: 6, Influence Score: 172694.578125
Index: 4734, Salutary Label: 8, Ground Truth: 8, Influence Score: 1301536.75
Index: 35783, Salutary Label: 6, Ground Truth: 6, Influence Score: 24364.71875
Index: 29687, Salutary Label: 7, Ground Truth: 7, Influence Score: 829.4473876953125
Index: 41420, Salutary Label: 4, Ground Truth: 2, Influence Score: 1242132.0
Index: 41935, Salutary Label: 5, Ground Truth: 3, Influence Score: 3227247.75
Index: 40441, Salutary Label: 4, Ground Truth: 4, Influence Score: 976253.3125
Index: 9323, Salutary Label: 4, Ground Truth: 6, Influence Score: 1913011.0
Index: 21077, Salutary Label: 4, Ground Truth: 4, Influence Score: 4986868.0
