Index: 16620, Salutary Label: 8, Ground Truth: 8, Influence Score: 126572.484375
Index: 18507, Salutary Label: 8, Ground Truth: 8, Influence Score: 412224.6875
Index: 23417, Salutary Label: 6, Ground Truth: 6, Influence Score: 6522909.5
Index: 1203, Salutary Label: 6, Ground Truth: 3, Influence Score: 4697479.0
Index: 23100, Salutary Label: 1, Ground Truth: 1, Influence Score: 5998488.5
Index: 38513, Salutary Label: 6, Ground Truth: 6, Influence Score: 5459170.5
Index: 10514, Salutary Label: 6, Ground Truth: 4, Influence Score: 3429905.5
Index: 27490, Salutary Label: 0, Ground Truth: 8, Influence Score: 994183.5
Index: 41323, Salutary Label: 8, Ground Truth: 8, Influence Score: 3106679.5
Index: 31467, Salutary Label: 9, Ground Truth: 1, Influence Score: 1818140.5
Index: 42018, Salutary Label: 0, Ground Truth: 6, Influence Score: 2016184.25
Index: 21719, Salutary Label: 1, Ground Truth: 0, Influence Score: 6564213.0
Index: 36314, Salutary Label: 8, Ground Truth: 8, Influence Score: 701838.1875
Index: 6608, Salutary Label: 1, Ground Truth: 1, Influence Score: 5530258.5
Index: 15428, Salutary Label: 9, Ground Truth: 9, Influence Score: 4750672.0
Index: 20488, Salutary Label: 8, Ground Truth: 7, Influence Score: 1098159.25
Index: 5705, Salutary Label: 0, Ground Truth: 8, Influence Score: 335131.25
Index: 28116, Salutary Label: 9, Ground Truth: 4, Influence Score: 5246459.5
Index: 6130, Salutary Label: 3, Ground Truth: 5, Influence Score: 1864621.75
Index: 25413, Salutary Label: 7, Ground Truth: 7, Influence Score: 991307.75
Index: 42591, Salutary Label: 9, Ground Truth: 7, Influence Score: 1478477.5
Index: 6299, Salutary Label: 3, Ground Truth: 2, Influence Score: 3701950.0
Index: 5678, Salutary Label: 9, Ground Truth: 7, Influence Score: 4614380.0
Index: 30197, Salutary Label: 8, Ground Truth: 8, Influence Score: 450528.6875
Index: 2107, Salutary Label: 6, Ground Truth: 6, Influence Score: 3022941.0
Index: 22112, Salutary Label: 6, Ground Truth: 6, Influence Score: 6400883.5
Index: 9027, Salutary Label: 3, Ground Truth: 5, Influence Score: 1764313.25
Index: 17973, Salutary Label: 1, Ground Truth: 1, Influence Score: 4927947.0
Index: 23803, Salutary Label: 6, Ground Truth: 6, Influence Score: 4301294.0
Index: 39881, Salutary Label: 0, Ground Truth: 0, Influence Score: 2693395.0
Index: 30767, Salutary Label: 1, Ground Truth: 6, Influence Score: 2703739.5
Index: 39892, Salutary Label: 1, Ground Truth: 1, Influence Score: 6758119.5
Index: 1124, Salutary Label: 1, Ground Truth: 1, Influence Score: 1755361.0
Index: 10367, Salutary Label: 6, Ground Truth: 6, Influence Score: 4039152.0
Index: 36378, Salutary Label: 9, Ground Truth: 0, Influence Score: 3631980.25
Index: 10150, Salutary Label: 6, Ground Truth: 2, Influence Score: 1134535.25
Index: 13170, Salutary Label: 9, Ground Truth: 7, Influence Score: 3747119.5
Index: 84, Salutary Label: 3, Ground Truth: 5, Influence Score: 8165802.0
Index: 16122, Salutary Label: 9, Ground Truth: 9, Influence Score: 3906282.25
Index: 43852, Salutary Label: 3, Ground Truth: 4, Influence Score: 2700688.5
Index: 24856, Salutary Label: 1, Ground Truth: 0, Influence Score: 1132713.0
Index: 42158, Salutary Label: 5, Ground Truth: 5, Influence Score: 1450190.5
Index: 28507, Salutary Label: 8, Ground Truth: 8, Influence Score: 845441.75
Index: 16963, Salutary Label: 6, Ground Truth: 6, Influence Score: 3980102.75
Index: 2493, Salutary Label: 7, Ground Truth: 7, Influence Score: 1079733.75
Index: 20025, Salutary Label: 9, Ground Truth: 2, Influence Score: 1645588.5
Index: 11701, Salutary Label: 6, Ground Truth: 4, Influence Score: 1980482.75
Index: 37266, Salutary Label: 1, Ground Truth: 9, Influence Score: 3935321.0
Index: 32436, Salutary Label: 1, Ground Truth: 3, Influence Score: 9155600.0
Index: 26964, Salutary Label: 3, Ground Truth: 5, Influence Score: 2317158.75
Index: 23968, Salutary Label: 6, Ground Truth: 6, Influence Score: 3956352.75
Index: 17222, Salutary Label: 0, Ground Truth: 0, Influence Score: 2342919.25
Index: 8721, Salutary Label: 8, Ground Truth: 0, Influence Score: 469726.75
Index: 3928, Salutary Label: 3, Ground Truth: 7, Influence Score: 5283995.5
Index: 1934, Salutary Label: 5, Ground Truth: 5, Influence Score: 2040168.0
Index: 2671, Salutary Label: 5, Ground Truth: 5, Influence Score: 4970691.0
Index: 29989, Salutary Label: 3, Ground Truth: 3, Influence Score: 4293503.5
Index: 6395, Salutary Label: 3, Ground Truth: 3, Influence Score: 7250807.0
Index: 27559, Salutary Label: 9, Ground Truth: 7, Influence Score: 2988967.5
Index: 35383, Salutary Label: 8, Ground Truth: 8, Influence Score: 813328.125
Index: 41646, Salutary Label: 7, Ground Truth: 5, Influence Score: 1681943.25
Index: 17143, Salutary Label: 3, Ground Truth: 4, Influence Score: 4014748.75
Index: 26274, Salutary Label: 1, Ground Truth: 0, Influence Score: 3084165.0
Index: 17017, Salutary Label: 9, Ground Truth: 7, Influence Score: 2250192.0
Index: 29395, Salutary Label: 6, Ground Truth: 6, Influence Score: 4422429.0
Index: 8986, Salutary Label: 7, Ground Truth: 7, Influence Score: 476327.96875
Index: 25699, Salutary Label: 1, Ground Truth: 3, Influence Score: 5368077.0
Index: 29984, Salutary Label: 5, Ground Truth: 5, Influence Score: 2900217.75
Index: 34692, Salutary Label: 0, Ground Truth: 7, Influence Score: 6132908.0
Index: 2928, Salutary Label: 7, Ground Truth: 7, Influence Score: 320849.21875
Index: 36776, Salutary Label: 6, Ground Truth: 6, Influence Score: 4885087.0
Index: 26355, Salutary Label: 8, Ground Truth: 8, Influence Score: 1661118.25
Index: 13862, Salutary Label: 1, Ground Truth: 9, Influence Score: 3650890.0
Index: 40642, Salutary Label: 6, Ground Truth: 6, Influence Score: 4377594.5
Index: 35693, Salutary Label: 9, Ground Truth: 9, Influence Score: 159731.375
Index: 10492, Salutary Label: 6, Ground Truth: 6, Influence Score: 3488266.5
Index: 12511, Salutary Label: 9, Ground Truth: 0, Influence Score: 2196738.25
Index: 38864, Salutary Label: 1, Ground Truth: 0, Influence Score: 6118349.0
Index: 12521, Salutary Label: 4, Ground Truth: 4, Influence Score: 735188.4375
Index: 10124, Salutary Label: 6, Ground Truth: 6, Influence Score: 7037501.5
Index: 4080, Salutary Label: 8, Ground Truth: 1, Influence Score: 445375.875
Index: 9919, Salutary Label: 1, Ground Truth: 2, Influence Score: 8731943.0
