Index: 4343, Salutary Label: 0, Ground Truth: 3, Influence Score: 997402.0
Index: 33574, Salutary Label: 6, Ground Truth: 6, Influence Score: 549673.1875
Index: 3364, Salutary Label: 1, Ground Truth: 2, Influence Score: 3050797.0
Index: 41587, Salutary Label: 1, Ground Truth: 2, Influence Score: 1923808.375
Index: 26705, Salutary Label: 1, Ground Truth: 3, Influence Score: 1280692.75
Index: 23852, Salutary Label: 7, Ground Truth: 5, Influence Score: 1134439.25
Index: 41434, Salutary Label: 3, Ground Truth: 6, Influence Score: 1024537.3125
Index: 8879, Salutary Label: 0, Ground Truth: 0, Influence Score: 105163.2421875
Index: 28141, Salutary Label: 8, Ground Truth: 8, Influence Score: 725301.5
Index: 9627, Salutary Label: 0, Ground Truth: 2, Influence Score: 1840728.0
Index: 28452, Salutary Label: 5, Ground Truth: 5, Influence Score: 461751.9375
Index: 6399, Salutary Label: 7, Ground Truth: 9, Influence Score: 1343829.25
Index: 3979, Salutary Label: 6, Ground Truth: 5, Influence Score: 2576249.5
Index: 20464, Salutary Label: 8, Ground Truth: 2, Influence Score: 1484546.25
Index: 10078, Salutary Label: 8, Ground Truth: 0, Influence Score: 1513491.75
Index: 20647, Salutary Label: 9, Ground Truth: 9, Influence Score: 84522.359375
Index: 15432, Salutary Label: 7, Ground Truth: 4, Influence Score: 2218621.0
Index: 21848, Salutary Label: 6, Ground Truth: 6, Influence Score: 1470529.375
Index: 39127, Salutary Label: 3, Ground Truth: 6, Influence Score: 1268155.25
Index: 12788, Salutary Label: 9, Ground Truth: 9, Influence Score: 2803854.0
Index: 5049, Salutary Label: 7, Ground Truth: 7, Influence Score: 3839.67529296875
Index: 35793, Salutary Label: 1, Ground Truth: 2, Influence Score: 1567037.25
Index: 6347, Salutary Label: 3, Ground Truth: 6, Influence Score: 1242802.5
Index: 25169, Salutary Label: 9, Ground Truth: 9, Influence Score: 786229.75
Index: 36292, Salutary Label: 5, Ground Truth: 5, Influence Score: 139804.234375
Index: 36792, Salutary Label: 3, Ground Truth: 3, Influence Score: 1691660.0
Index: 14393, Salutary Label: 1, Ground Truth: 0, Influence Score: 2739289.5
Index: 15505, Salutary Label: 7, Ground Truth: 4, Influence Score: 5284652.5
Index: 30591, Salutary Label: 6, Ground Truth: 4, Influence Score: 2094200.0
Index: 5980, Salutary Label: 4, Ground Truth: 4, Influence Score: 581414.5
Index: 12909, Salutary Label: 6, Ground Truth: 6, Influence Score: 39877.88671875
Index: 24824, Salutary Label: 9, Ground Truth: 9, Influence Score: 830612.125
Index: 43526, Salutary Label: 1, Ground Truth: 1, Influence Score: 25991.08984375
