Index: 41923, Salutary Label: 1, Ground Truth: 0, Influence Score: 621573.4375
Index: 11022, Salutary Label: 1, Ground Truth: 9, Influence Score: 3486157.0
Index: 2263, Salutary Label: 3, Ground Truth: 5, Influence Score: 2906692.25
Index: 29754, Salutary Label: 1, Ground Truth: 8, Influence Score: 1305900.0
Index: 42779, Salutary Label: 7, Ground Truth: 7, Influence Score: 859668.25
Index: 29137, Salutary Label: 2, Ground Truth: 0, Influence Score: 3862502.25
Index: 31020, Salutary Label: 7, Ground Truth: 7, Influence Score: 579994.75
Index: 38088, Salutary Label: 4, Ground Truth: 4, Influence Score: 722118.625
Index: 18129, Salutary Label: 9, Ground Truth: 9, Influence Score: 3247.814208984375
Index: 38357, Salutary Label: 4, Ground Truth: 4, Influence Score: 1246108.75
Index: 16319, Salutary Label: 3, Ground Truth: 3, Influence Score: 1876635.0
Index: 13384, Salutary Label: 6, Ground Truth: 6, Influence Score: 1440289.75
Index: 35765, Salutary Label: 5, Ground Truth: 5, Influence Score: 2475640.5
Index: 17929, Salutary Label: 6, Ground Truth: 4, Influence Score: 1292463.25
Index: 43459, Salutary Label: 0, Ground Truth: 0, Influence Score: 411808.5
Index: 35821, Salutary Label: 1, Ground Truth: 1, Influence Score: 738514.25
Index: 12047, Salutary Label: 5, Ground Truth: 2, Influence Score: 609942.9375
Index: 18883, Salutary Label: 1, Ground Truth: 9, Influence Score: 2163183.5
Index: 7859, Salutary Label: 3, Ground Truth: 5, Influence Score: 2052132.0
Index: 24574, Salutary Label: 6, Ground Truth: 6, Influence Score: 2006158.125
Index: 43035, Salutary Label: 6, Ground Truth: 6, Influence Score: 1794333.5
Index: 11151, Salutary Label: 8, Ground Truth: 8, Influence Score: 40754.515625
Index: 17944, Salutary Label: 5, Ground Truth: 7, Influence Score: 1120388.5
Index: 20916, Salutary Label: 1, Ground Truth: 9, Influence Score: 2948467.0
Index: 36351, Salutary Label: 3, Ground Truth: 9, Influence Score: 2437940.75
Index: 15416, Salutary Label: 1, Ground Truth: 9, Influence Score: 2332808.5
Index: 14909, Salutary Label: 6, Ground Truth: 3, Influence Score: 1371032.75
Index: 36239, Salutary Label: 1, Ground Truth: 8, Influence Score: 5362599.0
Index: 6965, Salutary Label: 0, Ground Truth: 8, Influence Score: 3627132.0
Index: 13503, Salutary Label: 4, Ground Truth: 4, Influence Score: 111864.28125
Index: 43683, Salutary Label: 1, Ground Truth: 1, Influence Score: 2175332.5
Index: 6823, Salutary Label: 6, Ground Truth: 5, Influence Score: 1925819.375
Index: 38599, Salutary Label: 4, Ground Truth: 0, Influence Score: 5798588.0
Index: 15266, Salutary Label: 1, Ground Truth: 0, Influence Score: 1796901.625
Index: 26062, Salutary Label: 1, Ground Truth: 9, Influence Score: 4336173.0
Index: 41691, Salutary Label: 4, Ground Truth: 4, Influence Score: 503629.28125
Index: 9367, Salutary Label: 6, Ground Truth: 2, Influence Score: 2352707.0
Index: 36805, Salutary Label: 2, Ground Truth: 4, Influence Score: 1409034.5
Index: 26606, Salutary Label: 4, Ground Truth: 7, Influence Score: 964477.375
Index: 27246, Salutary Label: 6, Ground Truth: 5, Influence Score: 1535754.0
Index: 18843, Salutary Label: 8, Ground Truth: 8, Influence Score: 105.2261962890625
Index: 34081, Salutary Label: 2, Ground Truth: 2, Influence Score: 2201827.5
Index: 10777, Salutary Label: 7, Ground Truth: 4, Influence Score: 34439.16015625
Index: 33813, Salutary Label: 6, Ground Truth: 5, Influence Score: 3079158.75
Index: 39179, Salutary Label: 6, Ground Truth: 9, Influence Score: 2167392.0
Index: 44756, Salutary Label: 5, Ground Truth: 8, Influence Score: 8512810.0
Index: 1956, Salutary Label: 6, Ground Truth: 8, Influence Score: 4779958.0
Index: 18281, Salutary Label: 4, Ground Truth: 4, Influence Score: 408042.09375
Index: 3082, Salutary Label: 3, Ground Truth: 5, Influence Score: 3871791.5
Index: 25455, Salutary Label: 5, Ground Truth: 4, Influence Score: 1603467.0
Index: 21636, Salutary Label: 3, Ground Truth: 0, Influence Score: 1857332.75
Index: 27031, Salutary Label: 5, Ground Truth: 7, Influence Score: 1441512.25
Index: 23596, Salutary Label: 3, Ground Truth: 3, Influence Score: 5305920.5
Index: 24989, Salutary Label: 7, Ground Truth: 4, Influence Score: 671101.125
Index: 38690, Salutary Label: 5, Ground Truth: 5, Influence Score: 2217436.25
Index: 4107, Salutary Label: 1, Ground Truth: 4, Influence Score: 1388994.0
Index: 20829, Salutary Label: 2, Ground Truth: 2, Influence Score: 2347855.5
Index: 23873, Salutary Label: 1, Ground Truth: 1, Influence Score: 1594404.5
Index: 36749, Salutary Label: 2, Ground Truth: 8, Influence Score: 3617295.0
Index: 4966, Salutary Label: 5, Ground Truth: 5, Influence Score: 1218882.125
Index: 25514, Salutary Label: 7, Ground Truth: 7, Influence Score: 19075.0
Index: 21727, Salutary Label: 7, Ground Truth: 7, Influence Score: 204159.21875
Index: 14510, Salutary Label: 1, Ground Truth: 9, Influence Score: 1180534.0
Index: 22619, Salutary Label: 2, Ground Truth: 2, Influence Score: 809650.9375
Index: 4456, Salutary Label: 6, Ground Truth: 3, Influence Score: 2397287.75
Index: 17722, Salutary Label: 4, Ground Truth: 4, Influence Score: 691629.0
Index: 25368, Salutary Label: 6, Ground Truth: 6, Influence Score: 255427.0
Index: 25596, Salutary Label: 6, Ground Truth: 4, Influence Score: 1179771.375
Index: 37483, Salutary Label: 6, Ground Truth: 7, Influence Score: 2219989.5
Index: 5468, Salutary Label: 6, Ground Truth: 4, Influence Score: 4319018.5
Index: 37614, Salutary Label: 4, Ground Truth: 5, Influence Score: 410725.59375
Index: 36261, Salutary Label: 5, Ground Truth: 5, Influence Score: 1343680.5
Index: 14, Salutary Label: 2, Ground Truth: 2, Influence Score: 858501.125
Index: 31648, Salutary Label: 0, Ground Truth: 0, Influence Score: 2515521.25
Index: 14809, Salutary Label: 1, Ground Truth: 0, Influence Score: 6444897.0
Index: 10933, Salutary Label: 3, Ground Truth: 8, Influence Score: 2910491.5
Index: 39373, Salutary Label: 4, Ground Truth: 4, Influence Score: 1908718.25
Index: 18604, Salutary Label: 6, Ground Truth: 2, Influence Score: 2593652.75
Index: 26881, Salutary Label: 8, Ground Truth: 8, Influence Score: 2657.1611328125
Index: 36226, Salutary Label: 4, Ground Truth: 9, Influence Score: 1628640.75
Index: 31757, Salutary Label: 9, Ground Truth: 9, Influence Score: 26057.09375
Index: 35430, Salutary Label: 6, Ground Truth: 2, Influence Score: 2136159.0
Index: 12716, Salutary Label: 2, Ground Truth: 8, Influence Score: 5120442.5
Index: 19996, Salutary Label: 6, Ground Truth: 3, Influence Score: 3367586.5
Index: 18119, Salutary Label: 8, Ground Truth: 8, Influence Score: 24924.76171875
Index: 3246, Salutary Label: 6, Ground Truth: 6, Influence Score: 690241.5625
Index: 39254, Salutary Label: 3, Ground Truth: 4, Influence Score: 4414920.0
Index: 13104, Salutary Label: 4, Ground Truth: 2, Influence Score: 406857.625
Index: 17709, Salutary Label: 2, Ground Truth: 2, Influence Score: 3769587.75
Index: 43094, Salutary Label: 7, Ground Truth: 2, Influence Score: 3339366.75
Index: 3807, Salutary Label: 7, Ground Truth: 4, Influence Score: 702753.125
Index: 20853, Salutary Label: 1, Ground Truth: 1, Influence Score: 6195571.5
Index: 26123, Salutary Label: 6, Ground Truth: 5, Influence Score: 1712128.0
Index: 6772, Salutary Label: 4, Ground Truth: 4, Influence Score: 725519.375
Index: 5015, Salutary Label: 5, Ground Truth: 8, Influence Score: 856084.5
Index: 38892, Salutary Label: 5, Ground Truth: 5, Influence Score: 101676.2109375
Index: 7819, Salutary Label: 6, Ground Truth: 6, Influence Score: 1327274.0
Index: 7152, Salutary Label: 0, Ground Truth: 0, Influence Score: 7074938.0
Index: 11738, Salutary Label: 1, Ground Truth: 1, Influence Score: 2927386.5
Index: 39628, Salutary Label: 6, Ground Truth: 3, Influence Score: 3313054.0
Index: 3690, Salutary Label: 5, Ground Truth: 5, Influence Score: 375328.40625
Index: 6863, Salutary Label: 7, Ground Truth: 7, Influence Score: 16934.013671875
Index: 33552, Salutary Label: 5, Ground Truth: 2, Influence Score: 1142493.375
Index: 10720, Salutary Label: 1, Ground Truth: 0, Influence Score: 2768182.0
Index: 41032, Salutary Label: 7, Ground Truth: 7, Influence Score: 51746.98828125
Index: 42762, Salutary Label: 5, Ground Truth: 5, Influence Score: 466368.78125
Index: 36066, Salutary Label: 1, Ground Truth: 1, Influence Score: 3043.66748046875
Index: 38612, Salutary Label: 3, Ground Truth: 3, Influence Score: 4726874.0
Index: 8967, Salutary Label: 6, Ground Truth: 3, Influence Score: 2637333.25
Index: 14460, Salutary Label: 6, Ground Truth: 1, Influence Score: 1833848.5
Index: 17864, Salutary Label: 8, Ground Truth: 8, Influence Score: 4.411133766174316
Index: 26944, Salutary Label: 9, Ground Truth: 9, Influence Score: 71120.984375
Index: 44061, Salutary Label: 1, Ground Truth: 9, Influence Score: 2596838.25
Index: 3233, Salutary Label: 5, Ground Truth: 8, Influence Score: 3193297.5
Index: 41461, Salutary Label: 1, Ground Truth: 9, Influence Score: 5333740.0
Index: 39428, Salutary Label: 6, Ground Truth: 6, Influence Score: 1021455.25
Index: 32676, Salutary Label: 1, Ground Truth: 0, Influence Score: 2880528.5
Index: 30271, Salutary Label: 1, Ground Truth: 9, Influence Score: 1924221.0
Index: 9011, Salutary Label: 3, Ground Truth: 0, Influence Score: 2260835.5
Index: 7769, Salutary Label: 3, Ground Truth: 5, Influence Score: 2310834.25
Index: 42884, Salutary Label: 9, Ground Truth: 0, Influence Score: 1420522.125
Index: 27701, Salutary Label: 1, Ground Truth: 9, Influence Score: 1088025.875
Index: 10943, Salutary Label: 5, Ground Truth: 5, Influence Score: 339530.9375
Index: 20168, Salutary Label: 6, Ground Truth: 7, Influence Score: 4710335.0
Index: 43129, Salutary Label: 7, Ground Truth: 8, Influence Score: 3187097.0
Index: 21830, Salutary Label: 9, Ground Truth: 9, Influence Score: 89007.8984375
Index: 42853, Salutary Label: 6, Ground Truth: 4, Influence Score: 1558624.125
Index: 18345, Salutary Label: 0, Ground Truth: 0, Influence Score: 2920433.0
Index: 39274, Salutary Label: 2, Ground Truth: 2, Influence Score: 338388.34375
Index: 41089, Salutary Label: 1, Ground Truth: 0, Influence Score: 6998718.0
Index: 37826, Salutary Label: 3, Ground Truth: 8, Influence Score: 3687558.75
Index: 33865, Salutary Label: 7, Ground Truth: 2, Influence Score: 947765.75
Index: 2509, Salutary Label: 6, Ground Truth: 3, Influence Score: 1994709.75
Index: 3718, Salutary Label: 3, Ground Truth: 8, Influence Score: 2738865.5
Index: 28946, Salutary Label: 0, Ground Truth: 0, Influence Score: 34231.4296875
Index: 38294, Salutary Label: 2, Ground Truth: 2, Influence Score: 264453.125
Index: 2050, Salutary Label: 7, Ground Truth: 7, Influence Score: 3927.958251953125
Index: 41155, Salutary Label: 3, Ground Truth: 3, Influence Score: 2771857.5
Index: 25801, Salutary Label: 5, Ground Truth: 5, Influence Score: 2886911.25
Index: 34035, Salutary Label: 6, Ground Truth: 8, Influence Score: 8238684.5
Index: 30761, Salutary Label: 7, Ground Truth: 7, Influence Score: 386431.5625
Index: 18796, Salutary Label: 5, Ground Truth: 3, Influence Score: 2156724.0
Index: 42743, Salutary Label: 6, Ground Truth: 5, Influence Score: 2654540.0
Index: 2476, Salutary Label: 1, Ground Truth: 6, Influence Score: 1319100.0
Index: 12784, Salutary Label: 7, Ground Truth: 7, Influence Score: 1177522.875
Index: 44004, Salutary Label: 8, Ground Truth: 8, Influence Score: 2020.548828125
Index: 17989, Salutary Label: 4, Ground Truth: 4, Influence Score: 308625.96875
Index: 2554, Salutary Label: 9, Ground Truth: 9, Influence Score: 212722.03125
Index: 11680, Salutary Label: 1, Ground Truth: 0, Influence Score: 3394784.5
Index: 41802, Salutary Label: 5, Ground Truth: 5, Influence Score: 3388828.75
Index: 19775, Salutary Label: 0, Ground Truth: 0, Influence Score: 664367.125
Index: 25545, Salutary Label: 5, Ground Truth: 5, Influence Score: 622903.1875
Index: 1368, Salutary Label: 2, Ground Truth: 2, Influence Score: 1374039.875
