Index: 3641, Salutary Label: 2, Ground Truth: 0, Influence Score: 2585705.5
Index: 3736, Salutary Label: 6, Ground Truth: 6, Influence Score: 503834.15625
Index: 5396, Salutary Label: 5, Ground Truth: 5, Influence Score: 2359817.75
Index: 24541, Salutary Label: 6, Ground Truth: 5, Influence Score: 3116193.0
Index: 7600, Salutary Label: 8, Ground Truth: 8, Influence Score: 542868.3125
Index: 34406, Salutary Label: 0, Ground Truth: 0, Influence Score: 210970.09375
Index: 31310, Salutary Label: 6, Ground Truth: 4, Influence Score: 2688602.0
Index: 14492, Salutary Label: 6, Ground Truth: 6, Influence Score: 7451712.5
Index: 3364, Salutary Label: 1, Ground Truth: 2, Influence Score: 921612.25
Index: 32716, Salutary Label: 6, Ground Truth: 3, Influence Score: 1610602.0
Index: 29226, Salutary Label: 6, Ground Truth: 4, Influence Score: 3008675.25
Index: 9863, Salutary Label: 8, Ground Truth: 8, Influence Score: 2714681.0
Index: 44780, Salutary Label: 8, Ground Truth: 8, Influence Score: 3459383.0
Index: 24297, Salutary Label: 7, Ground Truth: 2, Influence Score: 4517418.5
Index: 35744, Salutary Label: 6, Ground Truth: 6, Influence Score: 6421582.5
Index: 41018, Salutary Label: 4, Ground Truth: 3, Influence Score: 2766555.25
Index: 42011, Salutary Label: 9, Ground Truth: 9, Influence Score: 2983033.5
Index: 741, Salutary Label: 6, Ground Truth: 6, Influence Score: 8475789.0
Index: 20376, Salutary Label: 6, Ground Truth: 2, Influence Score: 5026783.0
Index: 41014, Salutary Label: 4, Ground Truth: 9, Influence Score: 2467548.5
Index: 26603, Salutary Label: 7, Ground Truth: 7, Influence Score: 81329.546875
Index: 13850, Salutary Label: 6, Ground Truth: 2, Influence Score: 3447577.0
Index: 7042, Salutary Label: 6, Ground Truth: 4, Influence Score: 6459645.0
Index: 22293, Salutary Label: 2, Ground Truth: 4, Influence Score: 1148610.0
Index: 4182, Salutary Label: 0, Ground Truth: 0, Influence Score: 168504.84375
Index: 3828, Salutary Label: 5, Ground Truth: 3, Influence Score: 1642327.25
Index: 30381, Salutary Label: 0, Ground Truth: 0, Influence Score: 483196.0
Index: 23833, Salutary Label: 1, Ground Truth: 1, Influence Score: 1854.6602783203125
Index: 41748, Salutary Label: 9, Ground Truth: 9, Influence Score: 1342847.0
Index: 42892, Salutary Label: 6, Ground Truth: 0, Influence Score: 3724393.25
Index: 44010, Salutary Label: 0, Ground Truth: 0, Influence Score: 40682.5
Index: 23117, Salutary Label: 6, Ground Truth: 1, Influence Score: 2867996.0
