Index: 8, Salutary Label: 8, Ground Truth: 1, Influence Score: 17529608.0
Index: 15, Salutary Label: 5, Ground Truth: 3, Influence Score: 14228716.0
Index: 26, Salutary Label: 6, Ground Truth: 6, Influence Score: 8143774.5
Index: 39, Salutary Label: 9, Ground Truth: 9, Influence Score: 19601128.0
Index: 45, Salutary Label: 5, Ground Truth: 4, Influence Score: 19235014.0
Index: 57, Salutary Label: 7, Ground Truth: 7, Influence Score: 45716692.0
Index: 68, Salutary Label: 8, Ground Truth: 9, Influence Score: 19987310.0
Index: 77, Salutary Label: 7, Ground Truth: 7, Influence Score: 80065792.0
Index: 87, Salutary Label: 7, Ground Truth: 3, Influence Score: 21518332.0
Index: 96, Salutary Label: 6, Ground Truth: 6, Influence Score: 18362210.0
Index: 106, Salutary Label: 6, Ground Truth: 2, Influence Score: 19455412.0
Index: 114, Salutary Label: 4, Ground Truth: 5, Influence Score: 12315084.0
Index: 128, Salutary Label: 8, Ground Truth: 8, Influence Score: 7876322.0
Index: 135, Salutary Label: 5, Ground Truth: 5, Influence Score: 18019844.0
Index: 149, Salutary Label: 9, Ground Truth: 9, Influence Score: 29013864.0
Index: 158, Salutary Label: 8, Ground Truth: 0, Influence Score: 6716893.5
Index: 166, Salutary Label: 6, Ground Truth: 9, Influence Score: 26975984.0
Index: 177, Salutary Label: 7, Ground Truth: 1, Influence Score: 15019608.0
Index: 186, Salutary Label: 6, Ground Truth: 4, Influence Score: 19242620.0
Index: 196, Salutary Label: 6, Ground Truth: 3, Influence Score: 30449036.0
Index: 200, Salutary Label: 0, Ground Truth: 1, Influence Score: 19809976.0
Index: 216, Salutary Label: 6, Ground Truth: 6, Influence Score: 24007572.0
Index: 228, Salutary Label: 8, Ground Truth: 3, Influence Score: 8858796.0
Index: 238, Salutary Label: 8, Ground Truth: 8, Influence Score: 28696040.0
Index: 240, Salutary Label: 0, Ground Truth: 3, Influence Score: 21415330.0
Index: 255, Salutary Label: 5, Ground Truth: 3, Influence Score: 27315136.0
Index: 265, Salutary Label: 5, Ground Truth: 5, Influence Score: 30210142.0
