Index: 1, Salutary Label: 1, Ground Truth: 1, Influence Score: 1472.7890625
Index: 36, Salutary Label: 6, Ground Truth: 2, Influence Score: 1319607.5
Index: 49, Salutary Label: 9, Ground Truth: 9, Influence Score: 3524.407470703125
Index: 71, Salutary Label: 1, Ground Truth: 1, Influence Score: 1988837.25
Index: 118, Salutary Label: 8, Ground Truth: 8, Influence Score: 484602.0
Index: 141, Salutary Label: 1, Ground Truth: 1, Influence Score: 27065.78515625
Index: 151, Salutary Label: 1, Ground Truth: 1, Influence Score: 978510.9375
Index: 258, Salutary Label: 8, Ground Truth: 8, Influence Score: 975911.75
Index: 270, Salutary Label: 0, Ground Truth: 0, Influence Score: 16.12835121154785
Index: 299, Salutary Label: 9, Ground Truth: 9, Influence Score: 491972.15625
Index: 300, Salutary Label: 0, Ground Truth: 0, Influence Score: 487.4449462890625
Index: 310, Salutary Label: 0, Ground Truth: 0, Influence Score: 1339.6949462890625
Index: 329, Salutary Label: 9, Ground Truth: 9, Influence Score: 6.676082134246826
Index: 396, Salutary Label: 6, Ground Truth: 2, Influence Score: 121354.546875
Index: 421, Salutary Label: 1, Ground Truth: 1, Influence Score: 1657648.625
Index: 540, Salutary Label: 0, Ground Truth: 0, Influence Score: 0.00031175120966508985
Index: 554, Salutary Label: 4, Ground Truth: 4, Influence Score: 1681568.625
Index: 618, Salutary Label: 8, Ground Truth: 8, Influence Score: 771471.4375
Index: 726, Salutary Label: 6, Ground Truth: 6, Influence Score: 717.1430053710938
Index: 829, Salutary Label: 9, Ground Truth: 9, Influence Score: 21.299808502197266
Index: 831, Salutary Label: 1, Ground Truth: 1, Influence Score: 10620.224609375
Index: 912, Salutary Label: 2, Ground Truth: 2, Influence Score: 29120.412109375
Index: 1080, Salutary Label: 0, Ground Truth: 0, Influence Score: 0.0031750714406371117
Index: 1111, Salutary Label: 1, Ground Truth: 1, Influence Score: 48.918766021728516
Index: 1148, Salutary Label: 8, Ground Truth: 8, Influence Score: 265663.84375
