0, 7, 7
1, 7, 0
2, 3, 7
3, 3, 2
4, 7, 5
5, 7, 7
6, 8, 9
7, 1, 0
8, 7, 3
9, 5, 5
10, 0, 8
11, 7, 7
12, 7, 7
13, 1, 5
14, 5, 5
15, 5, 3
16, 1, 1
17, 7, 4
18, 4, 4
19, 3, 3
20, 7, 2
21, 3, 5
22, 9, 9
23, 7, 2
24, 9, 4
25, 9, 9
26, 1, 1
27, 8, 0
28, 7, 7
29, 9, 9
30, 7, 7
31, 2, 2
32, 8, 8
33, 1, 4
34, 9, 9
35, 9, 1
36, 7, 4
37, 8, 1
38, 7, 7
39, 9, 9
40, 4, 2
41, 8, 8
42, 8, 8
43, 9, 9
44, 8, 8
45, 5, 3
46, 5, 3
47, 1, 1
48, 2, 2
49, 2, 2
50, 2, 3
51, 4, 4
52, 9, 7
53, 0, 0
54, 3, 6
55, 2, 6
56, 4, 5
57, 2, 2
58, 1, 0
59, 5, 5
60, 5, 5
61, 6, 2
62, 6, 4
63, 0, 0
64, 7, 7
65, 0, 0
66, 7, 7
67, 1, 1
68, 8, 8
69, 7, 4
70, 6, 6
71, 0, 0
72, 4, 4
73, 7, 4
74, 9, 3
75, 8, 5
76, 3, 5
77, 8, 8
78, 6, 3
79, 7, 7
80, 0, 0
81, 6, 2
82, 1, 1
83, 7, 4
84, 3, 5
85, 1, 1
86, 7, 7
87, 9, 9
88, 6, 6
89, 1, 1
90, 6, 6
91, 3, 9
92, 5, 5
93, 1, 1
94, 8, 9
95, 8, 7
96, 1, 1
97, 6, 6
98, 8, 5
99, 1, 1
100, 4, 5
101, 9, 9
102, 2, 3
103, 5, 7
104, 7, 7
105, 5, 5
106, 6, 2
107, 5, 5
108, 7, 7
109, 6, 2
110, 7, 7
111, 1, 1
112, 8, 0
113, 2, 5
114, 5, 5
115, 5, 0
116, 3, 5
117, 3, 4
118, 9, 9
119, 5, 5
120, 2, 4
121, 3, 5
122, 7, 2
123, 2, 7
124, 0, 3
125, 7, 4
126, 9, 0
127, 6, 2
128, 4, 7
129, 7, 4
130, 3, 1
131, 5, 3
132, 6, 4
133, 4, 5
134, 7, 5
135, 0, 5
136, 7, 4
137, 5, 4
138, 6, 6
139, 1, 1
140, 0, 0
141, 9, 4
142, 6, 3
143, 5, 5
144, 9, 9
145, 8, 0
146, 8, 8
147, 9, 6
148, 8, 8
149, 8, 0
150, 0, 0
151, 1, 1
152, 5, 5
153, 1, 1
154, 1, 1
155, 5, 1
156, 5, 0
157, 5, 3
158, 1, 1
159, 4, 4
160, 9, 2
161, 8, 8
162, 8, 0
163, 6, 6
164, 5, 3
165, 5, 3
166, 3, 3
167, 5, 5
168, 4, 4
169, 1, 5
170, 2, 3
171, 4, 5
172, 9, 9
173, 4, 2
174, 7, 7
175, 1, 1
176, 1, 5
177, 1, 1
178, 8, 8
179, 8, 2
180, 1, 4
181, 5, 5
182, 4, 7
183, 7, 5
184, 9, 9
185, 1, 3
186, 2, 4
187, 7, 3
188, 9, 9
189, 7, 7
190, 3, 2
191, 2, 1
192, 1, 1
193, 5, 8
194, 5, 3
195, 0, 0
196, 5, 5
197, 7, 7
198, 0, 1
199, 2, 8
200, 5, 5
201, 6, 3
202, 5, 3
203, 6, 2
204, 6, 2
205, 5, 5
206, 1, 7
207, 9, 9
208, 3, 6
209, 1, 7
210, 5, 5
211, 1, 0
212, 3, 5
213, 6, 6
214, 2, 6
215, 1, 1
216, 6, 3
217, 8, 3
218, 7, 7
219, 4, 3
220, 3, 3
221, 6, 4
222, 1, 1
223, 6, 8
224, 0, 0
225, 8, 8
226, 8, 8
227, 8, 8
228, 3, 7
229, 8, 1
230, 6, 4
231, 9, 3
232, 2, 2
233, 4, 5
234, 3, 5
235, 0, 0
236, 4, 4
237, 5, 5
238, 6, 6
239, 5, 5
240, 6, 6
241, 9, 9
242, 4, 4
243, 1, 1
244, 1, 2
245, 6, 6
246, 1, 1
247, 1, 1
248, 3, 5
249, 8, 8
250, 2, 8
251, 7, 7
252, 4, 2
253, 6, 2
254, 9, 8
255, 3, 3
256, 4, 4
257, 7, 4
258, 1, 1
259, 4, 4
260, 0, 0
261, 0, 0
262, 0, 4
263, 5, 2
264, 1, 1
265, 2, 2
266, 3, 2
267, 8, 8
268, 9, 9
269, 1, 1
270, 8, 8
271, 9, 8
272, 2, 4
273, 5, 5
274, 6, 7
275, 3, 6
276, 4, 4
277, 0, 0
278, 0, 0
280, 6, 3
281, 9, 9
282, 7, 7
283, 2, 5
284, 1, 7
285, 8, 9
286, 3, 2
287, 6, 2
288, 7, 0
289, 9, 9
291, 0, 8
292, 5, 7
293, 3, 5
294, 1, 5
295, 2, 4
296, 0, 0
297, 7, 7
298, 9, 7
299, 6, 6
300, 1, 2
301, 6, 4
302, 3, 2
303, 5, 5
304, 1, 0
305, 0, 0
306, 1, 3
307, 9, 6
308, 1, 1
309, 8, 9
310, 1, 6
311, 0, 0
312, 8, 8
313, 0, 8
314, 4, 4
315, 2, 2
316, 0, 4
317, 8, 5
318, 6, 6
319, 9, 6
320, 8, 1
321, 8, 8
322, 7, 6
323, 3, 4
324, 8, 8
325, 4, 8
326, 6, 8
327, 9, 9
328, 1, 1
329, 4, 3
330, 5, 5
331, 8, 6
332, 8, 6
333, 9, 9
334, 0, 0
335, 7, 7
336, 2, 6
337, 6, 6
338, 7, 6
339, 9, 6
340, 5, 3
341, 7, 7
342, 3, 4
343, 6, 4
344, 0, 0
345, 1, 9
346, 4, 3
347, 6, 4
348, 9, 7
349, 9, 7
350, 1, 1
351, 6, 6
352, 0, 0
353, 7, 4
354, 1, 1
355, 7, 7
356, 1, 1
357, 6, 3
358, 5, 5
359, 7, 4
360, 5, 5
361, 8, 4
362, 1, 1
363, 1, 1
364, 8, 8
365, 0, 0
366, 8, 8
367, 1, 6
368, 9, 9
369, 0, 2
370, 0, 0
371, 1, 3
372, 6, 2
373, 6, 3
374, 3, 3
375, 0, 8
376, 1, 1
377, 9, 8
378, 3, 2
379, 1, 0
380, 1, 1
381, 8, 8
382, 2, 4
383, 4, 8
384, 9, 0
385, 0, 8
386, 9, 9
387, 0, 0
388, 1, 0
389, 8, 3
390, 9, 1
391, 5, 4
392, 3, 5
393, 4, 4
394, 8, 8
395, 6, 4
396, 0, 0
397, 0, 4
398, 0, 0
399, 0, 3
400, 9, 9
401, 9, 9
402, 5, 7
403, 5, 4
404, 2, 6
405, 2, 4
406, 4, 4
407, 3, 5
408, 2, 2
409, 7, 7
410, 6, 6
411, 6, 6
412, 0, 0
413, 9, 1
414, 8, 8
415, 1, 1
416, 0, 0
417, 3, 6
418, 3, 3
419, 1, 2
420, 6, 5
421, 5, 5
422, 2, 0
423, 9, 9
424, 4, 4
425, 5, 3
426, 8, 3
427, 8, 1
428, 7, 7
429, 4, 5
430, 8, 8
431, 5, 5
432, 0, 0
433, 6, 4
434, 0, 8
435, 5, 5
436, 3, 3
437, 0, 2
438, 4, 5
439, 0, 0
440, 2, 2
441, 7, 7
442, 0, 0
443, 8, 8
444, 0, 0
445, 7, 7
446, 2, 3
447, 0, 0
448, 5, 3
449, 7, 2
450, 0, 0
451, 6, 1
452, 1, 1
453, 5, 5
454, 8, 8
455, 7, 7
456, 8, 8
457, 6, 4
458, 5, 3
459, 5, 3
460, 9, 9
461, 9, 8
462, 3, 3
463, 1, 1
464, 8, 8
465, 3, 2
466, 7, 4
467, 9, 5
468, 8, 8
469, 7, 4
470, 5, 5
471, 8, 8
472, 2, 2
473, 2, 8
474, 0, 1
475, 9, 9
476, 5, 9
477, 5, 3
478, 9, 9
479, 1, 0
480, 6, 6
481, 1, 1
482, 3, 5
483, 1, 1
484, 0, 0
485, 4, 4
486, 8, 3
487, 9, 9
488, 8, 8
489, 7, 4
490, 7, 7
491, 1, 1
492, 9, 9
493, 1, 1
494, 4, 4
495, 6, 6
496, 6, 1
497, 3, 0
498, 8, 2
499, 8, 9
500, 8, 8
501, 9, 9
502, 7, 7
503, 9, 7
504, 0, 0
505, 0, 0
