3, 3, 2
5, 7, 7
7, 4, 0
9, 5, 5
10, 8, 8
11, 7, 7
13, 0, 5
14, 3, 5
15, 3, 3
16, 1, 1
18, 7, 4
19, 6, 3
24, 3, 4
25, 9, 9
26, 1, 1
27, 0, 0
28, 7, 7
29, 9, 9
30, 4, 7
31, 0, 2
32, 8, 8
35, 1, 1
37, 9, 1
38, 7, 7
39, 1, 9
41, 8, 8
42, 8, 8
43, 9, 9
44, 8, 8
47, 1, 1
48, 2, 2
50, 6, 3
51, 8, 4
53, 0, 0
54, 3, 6
55, 6, 6
56, 7, 5
58, 0, 0
59, 5, 5
62, 6, 4
63, 9, 0
65, 0, 0
66, 7, 7
67, 1, 1
68, 8, 8
69, 4, 4
70, 6, 6
71, 0, 0
72, 3, 4
73, 7, 4
75, 8, 5
78, 6, 3
79, 7, 7
80, 0, 0
82, 1, 1
83, 7, 4
85, 1, 1
86, 7, 7
87, 9, 9
88, 6, 6
89, 1, 1
91, 0, 9
93, 1, 1
94, 9, 9
96, 7, 1
97, 9, 6
98, 8, 5
99, 1, 1
101, 9, 9
102, 3, 3
104, 7, 7
105, 5, 5
110, 7, 7
111, 1, 1
113, 5, 5
114, 9, 5
117, 4, 4
118, 9, 9
122, 0, 2
127, 2, 2
128, 7, 7
129, 6, 4
130, 1, 1
131, 5, 3
136, 7, 4
137, 5, 4
138, 3, 6
139, 2, 1
140, 2, 0
142, 3, 3
143, 5, 5
146, 8, 8
147, 7, 6
149, 0, 0
150, 0, 0
151, 9, 1
153, 1, 1
154, 1, 1
155, 9, 1
156, 9, 0
157, 9, 3
159, 4, 4
160, 6, 2
161, 9, 8
162, 8, 0
163, 6, 6
167, 5, 5
168, 7, 4
170, 8, 3
172, 9, 9
174, 9, 7
175, 9, 1
176, 7, 5
177, 1, 1
178, 8, 8
179, 8, 2
180, 3, 4
184, 9, 9
186, 9, 4
188, 9, 9
190, 0, 2
191, 2, 1
192, 1, 1
193, 8, 8
194, 2, 3
195, 9, 0
196, 3, 5
197, 7, 7
198, 6, 1
199, 8, 8
202, 5, 3
204, 7, 2
205, 5, 5
207, 7, 9
208, 6, 6
209, 4, 7
210, 5, 5
212, 3, 5
213, 6, 6
214, 6, 6
216, 3, 3
217, 6, 3
218, 3, 7
220, 2, 3
221, 6, 4
222, 1, 1
224, 0, 0
225, 8, 8
226, 8, 8
227, 8, 8
228, 2, 7
229, 1, 1
232, 5, 2
233, 5, 5
235, 0, 0
236, 7, 4
238, 6, 6
240, 6, 6
241, 9, 9
242, 3, 4
243, 1, 1
244, 1, 2
245, 6, 6
246, 1, 1
247, 1, 1
249, 8, 8
250, 0, 8
251, 1, 7
252, 8, 2
254, 8, 8
257, 7, 4
258, 1, 1
259, 6, 4
260, 0, 0
261, 0, 0
262, 7, 4
263, 2, 2
264, 7, 1
267, 8, 8
268, 9, 9
269, 1, 1
270, 8, 8
272, 3, 4
275, 6, 6
276, 8, 4
278, 0, 0
279, 9, 9
281, 3, 9
